chr	pos	strand
2	192075963	+
2	192116590	+
2	192343978	+
2	192493506	+
2	19265385	+
2	192761661	+
2	192796436	+
2	192809047	+
2	192839995	+
2	192840046	+
2	192904681	+
2	192915302	+
2	192952275	+
2	192954034	+
2	192982682	+
2	193555550	+
2	193869948	+
2	193951057	+
2	194035152	+
2	194077167	+
2	194462397	+
2	194566525	+
2	19483324	+
2	195203197	+
2	195227032	+
2	19525802	+
2	195566038	+
2	195578286	+
2	195657583	+
2	195674111	+
2	195937538	+
2	195956368	+
2	196052027	+
2	196175754	+
2	196390763	+
2	196390891	+
2	196396855	+
2	196401361	+
2	196401818	+
2	196489959	+
21	9660697	+
2	197345192	+
2	197416117	+
2	19748409	+
2	197776296	+
2	197776559	+
2	197779501	+
2	197933090	+
2	198072297	+
2	198106799	+
2	198185389	+
2	198413457	+
21	9841736	+
21	9846533	+
2	198499515	+
2	198552177	+
2	198739151	+
2	198763454	+
2	198955116	+
2	199295720	+
2	199454691	+
2	199541819	+
2	199612999	+
2	199666565	+
2	199779966	+
2	199794417	+
2	199800076	+
2	200000499	+
2	200118636	+
2	200312220	+
2	20076847	+
2	20085243	+
2	201242118	+
2	201578952	+
2	201638180	+
2	201638332	+
2	201733676	+
2	201895312	+
2	202146354	+
2	202149439	+
2	202392959	+
2	202631452	+
2	203118130	+
2	203199397	+
2	203443168	+
2	203832471	+
2	204210796	+
2	204399239	+
2	204673096	+
2	204833530	+
2	205599766	+
2	205631714	+
2	205651917	+
2	205948537	+
2	205999665	+
2	206089107	+
2	206147304	+
2	206517200	+
2	206566835	+
2	206566881	+
2	2066551	+
2	206706642	+
2	206836115	+
2	206915704	+
2	206952463	+
2	207090463	+
2	207092371	+
2	207110709	+
2	207329772	+
2	207415472	+
2	207726405	+
2	207742243	+
2	207778921	+
2	207976895	+
2	208049617	+
2	208109543	+
2	208322968	+
2	20838931	+
2	208429198	+
2	208472407	+
2	208532598	+
2	208532650	+
2	208796038	+
2	208910343	+
2	208910636	+
2	208959123	+
2	208963324	+
2	209033493	+
2	209034005	+
2	209036190	+
2	209071786	+
2	20916622	+
2	209614071	+
2	209682250	+
2	210260747	+
2	210779842	+
2	210859107	+
2	210934529	+
2	211431413	+
2	211683054	+
2	211878118	+
2	212082551	+
2	212089785	+
2	212312050	+
2	212454287	+
2	212454294	+
2	212629279	+
2	212707192	+
2	212707721	+
2	212708344	+
2	21288218	+
2	21290580	+
2	212925318	+
2	212989340	+
2	213114171	+
2	213168125	+
2	213520394	+
2	213558054	+
2	213558083	+
2	213567314	+
2	213567714	+
2	213571663	+
2	21360101	+
2	21381161	+
2	213831761	+
2	213977073	+
2	214171088	+
2	214277231	+
2	214432008	+
2	214647628	+
2	214717061	+
2	214798078	+
2	214798086	+
2	215105859	+
2	215190847	+
2	215201636	+
2	21535126	+
2	216756543	+
22	16867803	+
22	17033710	+
2	217089929	+
22	17246047	+
22	17246065	+
22	17246312	+
22	17247723	+
22	17282131	+
22	17366201	+
22	17503633	+
2	217537036	+
2	217614975	+
22	17665803	+
22	17669759	+
2	217673620	+
22	17689718	+
22	17705299	+
22	17736338	+
22	17827327	+
22	17863748	+
2	21796819	+
22	18099827	+
22	18136629	+
2	218176469	+
2	218176793	+
2	218180765	+
2	218223315	+
2	218265086	+
2	218280274	+
2	218305717	+
22	18511520	+
2	218513383	+
2	218523404	+
2	218531896	+
22	18711524	+
22	18711966	+
2	219069651	+
22	19100635	+
2	219124599	+
2	219198686	+
22	19210920	+
2	219237541	+
22	19361454	+
2	219422382	+
22	19435953	+
2	219576601	+
22	19883219	+
22	19906768	+
2	220052909	+
22	20062961	+
2	220135417	+
22	20326077	+
2	220470207	+
2	220475175	+
2	220523192	+
2	220684396	+
22	20720110	+
22	20773299	+
2	220823143	+
22	20857807	+
22	20858099	+
2	220936387	+
2	220937921	+
22	21228470	+
2	221278224	+
22	21309778	+
22	21393789	+
22	21394091	+
2	221397917	+
22	21440104	+
2	221503311	+
2	221503753	+
2	221663698	+
2	221797347	+
2	221871852	+
2	221924168	+
22	21952499	+
22	21999219	+
22	22001868	+
22	22038579	+
22	22070066	+
2	222138424	+
2	222189678	+
2	222236994	+
22	22331915	+
22	22334246	+
2	222420487	+
22	22486275	+
22	22486374	+
22	22534132	+
2	222633348	+
2	222646689	+
22	22715701	+
22	22716136	+
2	223118932	+
22	23170879	+
2	223830255	+
2	223830351	+
22	23872677	+
2	223877301	+
2	223882876	+
22	23900869	+
2	223904395	+
22	23954665	+
22	23979838	+
22	24004070	+
2	224006566	+
2	224024400	+
22	24026510	+
22	24054962	+
2	224176043	+
2	224391355	+
2	224489104	+
22	24701899	+
22	24702351	+
2	225020546	+
22	25059291	+
2	225293952	+
2	225423600	+
22	25467561	+
22	25468463	+
22	25481555	+
22	25614558	+
2	225695027	+
2	225774517	+
22	25808738	+
2	226053571	+
2	2261416	+
22	26188331	+
22	26216021	+
2	226276984	+
2	2263128	+
2	2263470	+
2	226403524	+
2	226439396	+
22	26507199	+
2	226735312	+
2	226753683	+
22	26765308	+
22	26953724	+
22	26997614	+
22	27039835	+
2	22706320	+
2	22706685	+
2	227213498	+
2	227242696	+
2	227269070	+
2	227301071	+
2	22742627	+
22	27617148	+
2	227707651	+
2	228023484	+
22	28138410	+
22	28168946	+
2	22823505	+
2	22823512	+
2	228391136	+
2	228429639	+
2	22845528	+
22	28455896	+
2	228466224	+
2	228466752	+
2	228614570	+
22	28767132	+
22	28767586	+
2	228851398	+
2	228851409	+
22	29007617	+
22	29065268	+
22	29065393	+
22	29119601	+
2	229229738	+
22	29281615	+
2	229284510	+
22	29464899	+
2	229530639	+
22	29635394	+
22	29820833	+
22	29872105	+
22	29889462	+
22	29964498	+
22	29985543	+
2	230014156	+
22	30086957	+
2	230306000	+
2	230341543	+
2	230341968	+
2	230389592	+
22	30467801	+
22	30994019	+
2	231137615	+
22	31468011	+
2	231485999	+
2	231490546	+
22	31780622	+
22	31827011	+
2	231853734	+
2	231870483	+
2	23190926	+
2	232279807	+
2	232423009	+
2	232423329	+
2	232443670	+
2	232482722	+
22	32575910	+
2	232782413	+
22	32827419	+
2	233013522	+
2	233013980	+
2	233111619	+
22	33176060	+
2	233292147	+
2	23333460	+
22	33348279	+
22	33369820	+
2	233488384	+
2	233515260	+
22	33528506	+
2	233579001	+
2	233771238	+
22	33824747	+
2	233845885	+
2	233930323	+
22	33937131	+
2	23405782	+
22	34067998	+
2	234095319	+
22	34162915	+
2	234251722	+
2	234251732	+
2	234426851	+
22	34430605	+
22	34520653	+
22	34550011	+
2	234631493	+
22	34759018	+
22	34759061	+
2	234789937	+
22	34945702	+
22	34955340	+
22	35099374	+
22	35180743	+
2	235519813	+
2	235546740	+
2	23567513	+
22	35793411	+
2	235965761	+
2	236013355	+
22	36027684	+
2	236096903	+
2	236098967	+
22	36131349	+
22	36171903	+
2	236351339	+
22	36433244	+
22	36624329	+
22	36672507	+
2	236674661	+
22	36711871	+
22	36761069	+
2	237007268	+
22	37127088	+
2	237342327	+
2	237452602	+
2	237757893	+
22	37814703	+
22	37925153	+
2	238252187	+
2	238563736	+
22	38636756	+
2	238713259	+
2	238737519	+
22	39308481	+
2	239334344	+
2	239501729	+
2	23960294	+
2	239626122	+
2	239626260	+
2	239883401	+
2	239902027	+
2	239902468	+
22	40352652	+
2	240581125	+
2	240849125	+
2	240860721	+
22	40945368	+
2	241012429	+
22	41019372	+
22	41073519	+
22	41125569	+
22	41168699	+
22	41336608	+
22	41446353	+
22	41446621	+
2	241600471	+
22	41696500	+
22	41710935	+
22	41846008	+
22	41948584	+
2	242059908	+
2	242105509	+
22	42108208	+
22	42112365	+
22	42117280	+
22	42140487	+
2	242203460	+
22	42231236	+
22	42244162	+
2	24228484	+
2	242317844	+
22	42365859	+
22	42386062	+
2	242395424	+
2	242411316	+
2	242427070	+
2	242473174	+
2	242535058	+
2	242535953	+
22	42543085	+
2	242655898	+
22	42882145	+
22	43102061	+
22	43163607	+
22	43214829	+
22	43301756	+
22	43627992	+
22	43654418	+
22	43729116	+
22	43985160	+
22	43985214	+
22	44324337	+
22	44324492	+
2	24453644	+
22	44712290	+
22	44751479	+
22	45135255	+
2	24547239	+
22	45562606	+
22	45627117	+
2	24598570	+
22	46459060	+
22	46950338	+
22	47380309	+
22	47397370	+
2	24796772	+
22	47995528	+
22	48035236	+
22	48107263	+
2	24837079	+
22	48645223	+
22	49286817	+
22	49289310	+
22	49349984	+
22	49425456	+
22	49672576	+
22	49729992	+
22	49823369	+
2	25004379	+
22	50264811	+
22	50333029	+
22	50429183	+
2	25067708	+
22	50774110	+
2	25334256	+
2	2539942	+
2	25451019	+
2	25790866	+
2	26014486	+
2	26144751	+
2	26276970	+
2	26473940	+
2	26556300	+
2	26585876	+
2	26623676	+
2	26763095	+
2	26910885	+
2	27047184	+
2	27361510	+
2	27527254	+
2	27633634	+
2	27687799	+
2	27836038	+
2	27996897	+
2	2814700	+
2	28250695	+
2	28353924	+
2	28546238	+
2	28683664	+
2	28683837	+
2	29286136	+
2	29290717	+
2	29372612	+
2	29645154	+
2	29759205	+
2	29806421	+
2	30053599	+
2	30669984	+
2	31058460	+
2	31285598	+
2	31335700	+
2	31527468	+
2	31559688	+
2	3157099	+
2	31802188	+
2	31851626	+
2	31952203	+
2	32046161	+
2	32597986	+
2	33091746	+
2	33091780	+
2	33092019	+
2	33095624	+
2	33141420	+
2	33141462	+
2	33231773	+
2	33849468	+
2	33972374	+
2	33977748	+
2	34255384	+
2	34321877	+
2	3443323	+
2	34473669	+
2	34493224	+
2	34636219	+
2	34787719	+
2	34801521	+
2	35045137	+
2	35069989	+
2	35439770	+
2	35760003	+
2	35797021	+
2	35862908	+
2	35879385	+
2	36073265	+
2	3630314	+
2	36339492	+
2	36339723	+
2	36370677	+
2	36381256	+
2	36476698	+
2	36569892	+
2	36570252	+
2	36619715	+
2	36831929	+
2	36904646	+
2	37154665	+
2	3718458	+
2	37429372	+
2	37434655	+
2	3783028	+
2	3848454	+
2	38851433	+
2	38851740	+
2	38951082	+
2	39044821	+
2	39273422	+
2	39306303	+
2	39315333	+
2	3944612	+
2	39448131	+
2	3946229	+
2	40171609	+
2	40459557	+
2	40613681	+
2	40978147	+
2	41356039	+
2	4137222	+
2	41445585	+
2	41534698	+
2	41586976	+
2	41776775	+
2	41777168	+
2	4182062	+
2	41913648	+
2	4198220	+
2	41985113	+
2	42051500	+
2	42347319	+
2	42442892	+
2	42471229	+
2	4256136	+
2	42674230	+
2	42763266	+
2	43024072	+
2	43410730	+
2	43427049	+
2	43541479	+
2	43653239	+
2	43940575	+
2	44043111	+
2	44308500	+
2	44476200	+
2	44697739	+
2	4479790	+
2	44825843	+
2	45023229	+
2	45248528	+
2	45309233	+
2	45483837	+
2	4559278	+
2	45670838	+
2	46002073	+
2	46002074	+
2	46196192	+
2	46240064	+
2	46260126	+
2	46476736	+
2	4680440	+
2	46928952	+
2	47119855	+
2	47319285	+
2	47586202	+
2	47809996	+
2	47940325	+
2	48277453	+
2	48285687	+
2	48385414	+
2	48416772	+
2	48471505	+
2	48494507	+
2	48526940	+
2	4874993	+
2	48751297	+
2	49037506	+
2	49165205	+
2	49354962	+
2	49362189	+
2	49379884	+
2	49386678	+
2	49458678	+
2	49538166	+
2	49733490	+
2	49774239	+
2	4986012	+
2	49949789	+
2	50190131	+
2	50246801	+
2	50334091	+
2	50602637	+
2	51469232	+
2	51538840	+
2	51604849	+
2	51613472	+
2	51655388	+
2	51917515	+
2	52166264	+
2	52189277	+
2	52272707	+
2	52502970	+
2	52902915	+
2	5298952	+
2	5308885	+
2	53460085	+
2	53598566	+
2	53625778	+
2	53627938	+
2	53628244	+
2	53971522	+
2	54080063	+
2	54206425	+
2	54523853	+
2	54607714	+
2	54673590	+
2	54712300	+
2	55089993	+
2	55116595	+
2	55219544	+
2	55244297	+
2	55592837	+
2	55613606	+
2	5562904	+
2	55962059	+
2	56101127	+
2	5628270	+
2	5628689	+
2	56352037	+
2	56355675	+
2	56373522	+
2	56399752	+
2	56784122	+
2	56911557	+
2	56924793	+
2	57082051	+
2	57247955	+
2	57261276	+
2	57451051	+
2	57508514	+
2	57521049	+
2	5765245	+
2	5788755	+
2	58060068	+
2	58347305	+
2	58618534	+
2	59354253	+
2	59354379	+
2	59376477	+
2	59802611	+
2	59848205	+
2	59874266	+
2	60097711	+
2	60465802	+
2	60886144	+
2	61010508	+
2	61157042	+
2	61475329	+
2	61502432	+
2	61700760	+
2	62206800	+
2	62206943	+
2	62457094	+
2	62501903	+
2	62858288	+
2	63038365	+
2	63165231	+
2	63307432	+
2	63455525	+
2	63593495	+
2	63643632	+
2	63668797	+
2	63779229	+
2	63830080	+
2	63965520	+
2	64257409	+
2	64771792	+
2	65100048	+
2	65100162	+
2	65138923	+
2	65163775	+
2	6517426	+
2	65257030	+
2	652677	+
2	65333792	+
2	65721223	+
2	65744705	+
2	65746467	+
2	65799042	+
2	65811206	+
2	66366199	+
2	66439349	+
2	66635823	+
2	66658984	+
2	66859887	+
2	67349960	+
2	67365227	+
2	673907	+
2	67489462	+
2	67814315	+
2	67819225	+
2	67969942	+
2	6798274	+
2	68049204	+
2	68648215	+
2	68903124	+
2	68914881	+
2	69168644	+
2	69168895	+
2	69438750	+
2	694932	+
2	69602563	+
2	69911665	+
2	70420624	+
2	70501129	+
2	7050557	+
2	70542288	+
2	70797709	+
2	70853497	+
2	71638608	+
2	71706295	+
2	72339654	+
2	72365887	+
2	72413315	+
2	72928970	+
2	72969471	+
2	72978871	+
2	73354105	+
2	73354422	+
2	7353458	+
2	74005595	+
2	74087156	+
2	74125486	+
2	74403249	+
2	74691089	+
2	75003220	+
2	75387897	+
2	75721714	+
2	75726168	+
2	76150200	+
2	76167926	+
2	76289863	+
2	76526582	+
2	76578038	+
2	76744907	+
2	76785749	+
2	76954108	+
2	77129335	+
2	77178591	+
2	77219135	+
2	77755471	+
2	77881881	+
2	77963239	+
2	78165530	+
2	78778479	+
2	78804375	+
2	78965418	+
2	78992027	+
2	78992037	+
2	79154837	+
2	79408049	+
2	79470168	+
2	79929498	+
2	80016469	+
2	8021096	+
2	8032937	+
2	80376109	+
2	80459565	+
2	80725524	+
2	80762124	+
2	80769017	+
2	80826972	+
2	80861640	+
2	80872272	+
2	80872283	+
2	81097601	+
2	81563378	+
2	81834449	+
2	81834803	+
2	81846646	+
2	8204111	+
2	82098102	+
2	82146389	+
2	82389130	+
2	82918582	+
2	83068198	+
2	83188325	+
2	83188572	+
2	83252984	+
2	83351329	+
2	83351654	+
2	83407366	+
2	83718906	+
2	83831724	+
2	83857354	+
2	83995427	+
2	84145665	+
2	84381477	+
2	84590139	+
2	84643572	+
2	84676837	+
2	84728748	+
2	85326981	+
2	85337511	+
2	85540262	+
2	85540314	+
2	85589582	+
2	85711986	+
2	86011236	+
2	86177266	+
2	86324351	+
2	86339543	+
2	86391087	+
2	86413718	+
2	86882408	+
2	87407710	+
2	88206923	+
2	88579041	+
2	88834092	+
2	89032218	+
2	89089364	+
2	8941178	+
2	89485453	+
2	89838248	+
2	91618960	+
2	91624166	+
2	91640356	+
2	9185425	+
2	91917576	+
2	92108187	+
2	92109059	+
2	92117495	+
2	92181327	+
2	92193864	+
2	92275904	+
2	92276204	+
2	92276784	+
2	92290098	+
2	92291314	+
2	92296547	+
2	92304154	+
2	92306795	+
2	92307085	+
2	92309855	+
2	92316551	+
2	92319432	+
2	92319790	+
2	92320187	+
2	92322422	+
2	92324027	+
2	92324483	+
2	95488177	+
2	96047515	+
2	96544749	+
2	97164868	+
2	97624422	+
2	97661348	+
2	97798990	+
2	97812726	+
2	97814995	+
2	97886558	+
2	98151333	+
2	98521729	+
2	98582152	+
2	988643	+
2	988781	+
2	9888804	+
2	99052036	+
2	9959237	+
3	100177259	+
3	100410551	+
3	100505054	+
3	1005506	+
3	100653595	+
3	101018366	+
3	101188704	+
3	101193417	+
3	101279640	+
3	101279737	+
3	101285984	+
3	101342635	+
3	101432378	+
3	101936459	+
3	101976805	+
3	102111191	+
3	102424072	+
3	10250152	+
3	102529753	+
3	102542975	+
3	102543385	+
3	10256918	+
3	102883674	+
3	103120898	+
3	103171370	+
3	103275026	+
3	103275335	+
3	103419429	+
3	103453388	+
3	103468743	+
3	104365743	+
3	1047028	+
3	105014820	+
3	105079560	+
3	105081540	+
3	10510717	+
3	105306006	+
3	105306045	+
3	105306252	+
3	105316337	+
3	105469156	+
3	105473620	+
3	105473897	+
3	105544313	+
3	105828876	+
3	105965440	+
3	105965767	+
3	106011657	+
3	106069455	+
3	10620071	+
3	106289203	+
3	106483895	+
3	106660370	+
3	106672766	+
3	106813741	+
3	1069602	+
3	107357571	+
3	107607920	+
3	107608059	+
3	107893328	+
3	108138686	+
3	108387614	+
3	108457958	+
3	108474212	+
3	108474429	+
3	108474613	+
3	108557755	+
3	108924710	+
3	108924862	+
3	109153414	+
3	109240619	+
3	109248173	+
3	109462934	+
3	109534347	+
3	109751763	+
3	109836275	+
3	109836432	+
3	109850054	+
3	110113838	+
3	110271024	+
3	110413394	+
3	110987473	+
3	111133929	+
3	111163106	+
3	111226369	+
3	111275065	+
3	111524707	+
3	11204174	+
3	112097022	+
3	112276038	+
3	112276115	+
3	112453499	+
3	112466706	+
3	112559246	+
3	112573664	+
3	112616067	+
3	112636415	+
3	112734438	+
3	113047150	+
3	113203542	+
3	113385973	+
3	113903496	+
3	113992580	+
3	114240842	+
3	114364931	+
3	114445773	+
3	114543216	+
3	114915089	+
3	114973126	+
3	114976804	+
3	115024258	+
3	115149361	+
3	115319997	+
3	115383085	+
3	115388792	+
3	115388885	+
3	115448726	+
3	115507082	+
3	115750383	+
3	11582382	+
3	115834544	+
3	116067778	+
3	116084852	+
3	116405913	+
3	11641073	+
3	11641292	+
3	116979971	+
3	11700115	+
3	117155822	+
3	117193580	+
3	117236133	+
3	118170022	+
3	118172063	+
3	118315571	+
3	11876700	+
3	119046413	+
3	11911946	+
3	119154376	+
3	119421184	+
3	119581360	+
3	119581766	+
3	120004652	+
3	120133808	+
3	120297964	+
3	120318967	+
3	120417974	+
3	120425468	+
3	120680054	+
3	120697810	+
3	120755651	+
3	120808023	+
3	121001284	+
3	121120717	+
3	121214844	+
3	121568813	+
3	122158359	+
3	122381923	+
3	122445734	+
3	122702581	+
3	122862680	+
3	12293983	+
3	123033743	+
3	123126621	+
3	123209270	+
3	123590788	+
3	123689564	+
3	124406514	+
3	124470199	+
3	124568679	+
3	124641552	+
3	124641953	+
3	124706783	+
3	124786330	+
3	124808640	+
3	124890725	+
3	124921530	+
3	124936290	+
3	124937172	+
3	124973033	+
3	125059586	+
3	125251435	+
3	12536203	+
3	125465213	+
3	125735449	+
3	125942011	+
3	126043583	+
3	126043710	+
3	126090195	+
3	12610309	+
3	126520683	+
3	12696229	+
3	127015540	+
3	127314070	+
3	127523596	+
3	127545478	+
3	127859144	+
3	12818460	+
3	128376232	+
3	128395212	+
3	129052208	+
3	129094906	+
3	129136183	+
3	129136660	+
3	129142720	+
3	12944164	+
3	129469679	+
3	129517392	+
3	129703691	+
3	129727275	+
3	129938424	+
3	129972765	+
3	130178196	+
3	130333892	+
3	130347585	+
3	130352877	+
3	130484246	+
3	130538397	+
3	130621139	+
3	130641233	+
3	130861312	+
3	131053677	+
3	131069869	+
3	131129794	+
3	131129999	+
3	131288996	+
3	131289218	+
3	131424267	+
3	131534730	+
3	131625260	+
3	131689590	+
3	132022686	+
3	132103095	+
3	132125006	+
3	132525461	+
3	132525563	+
3	132525952	+
3	132535107	+
3	132588973	+
3	132664867	+
3	132906100	+
3	133201907	+
3	133279623	+
3	133378594	+
3	133549386	+
3	133834825	+
3	133911287	+
3	134210918	+
3	134360336	+
3	134411227	+
3	134464755	+
3	134673990	+
3	135303726	+
3	135552709	+
3	135903587	+
3	135943949	+
3	136152975	+
3	136197504	+
3	136197968	+
3	136242258	+
3	136612039	+
3	136682519	+
3	136812786	+
3	137073418	+
3	137099497	+
3	137110802	+
3	137115444	+
3	137156916	+
3	137314448	+
3	137455192	+
3	137575828	+
3	137623729	+
3	137623885	+
3	13768802	+
3	137839259	+
3	137845378	+
3	137876973	+
3	138241107	+
3	138747570	+
3	139044511	+
3	139135169	+
3	139314549	+
3	139505399	+
3	139595086	+
3	139634686	+
3	140029721	+
3	140231465	+
3	140328816	+
3	140397844	+
3	140524430	+
3	141204212	+
3	141318600	+
3	141695937	+
3	141852500	+
3	141869897	+
3	141878698	+
3	14215824	+
3	14222339	+
3	14236113	+
3	142460031	+
3	142600300	+
3	142647441	+
3	143121729	+
3	143139831	+
3	143262612	+
3	143770603	+
3	143851754	+
3	143941054	+
3	14394399	+
3	144609979	+
3	144687877	+
3	144791487	+
3	144879645	+
3	145069460	+
3	145144913	+
3	145220468	+
3	145244344	+
3	145562709	+
3	145663473	+
3	146204272	+
3	146331009	+
3	146425134	+
3	146450418	+
3	146609902	+
3	146637836	+
3	146684030	+
3	147034102	+
3	147198392	+
3	147328343	+
3	147377030	+
3	147384805	+
3	147451825	+
3	147607846	+
3	148285420	+
3	149019251	+
3	149061213	+
3	149265659	+
3	149342897	+
3	149345876	+
3	149516633	+
3	149878388	+
3	149925593	+
3	150210561	+
3	150210583	+
3	150211020	+
3	150351898	+
3	150435363	+
3	150542277	+
3	151148346	+
3	151148530	+
3	151331762	+
3	151446871	+
3	151657627	+
3	151688044	+
3	151688085	+
3	151748842	+
3	152145700	+
3	152178717	+
3	152311594	+
3	152311799	+
3	152455359	+
3	152525315	+
3	152611313	+
3	152701266	+
3	152701596	+
3	153091087	+
3	153162718	+
3	153372917	+
3	153386328	+
3	153753495	+
3	153787057	+
3	153787397	+
3	15378762	+
3	154632560	+
3	154966210	+
3	155040668	+
3	155255008	+
3	155334324	+
3	155493426	+
3	155818376	+
3	156060222	+
3	156060437	+
3	156239878	+
3	156306679	+
3	15631550	+
3	15631573	+
3	15639164	+
3	156839415	+
3	156930423	+
3	157086970	+
3	157541131	+
3	157566332	+
3	157620508	+
3	157737465	+
3	157743447	+
3	15779033	+
3	157854323	+
3	157854336	+
3	157962927	+
3	158001670	+
3	158223546	+
3	158248635	+
3	158677035	+
3	158717874	+
3	158813166	+
3	158946443	+
3	159303172	+
3	159339434	+
3	159429184	+
3	15955710	+
3	160000801	+
3	160842742	+
3	160856977	+
3	160949078	+
3	160988148	+
3	160988150	+
3	161050551	+
3	161145847	+
3	161483181	+
3	161549410	+
3	161559630	+
3	161625861	+
3	161626007	+
3	161920005	+
3	16197530	+
3	162025427	+
3	162123632	+
3	162148396	+
3	162637601	+
3	162706788	+
3	162717296	+
3	162804211	+
3	162960702	+
3	163852739	+
3	164581729	+
3	164738531	+
3	165280910	+
3	165308819	+
3	165320854	+
3	165336818	+
3	165376272	+
3	165476165	+
3	165491365	+
3	165576382	+
3	166002060	+
3	166092220	+
3	166260568	+
3	166358486	+
3	166362309	+
3	166390227	+
3	166544596	+
3	166764464	+
3	166921652	+
3	166922027	+
3	167265201	+
3	167402747	+
3	167548072	+
3	167654575	+
3	167729512	+
3	168072859	+
3	168105515	+
3	168199069	+
3	168580133	+
3	168885755	+
3	168979548	+
3	169078079	+
3	169144992	+
3	169159542	+
3	169257514	+
3	169269946	+
3	169270360	+
3	169474318	+
3	169749494	+
3	169799052	+
3	169951014	+
3	170034398	+
3	170037444	+
3	170667551	+
3	170690376	+
3	17076894	+
3	170791878	+
3	170999407	+
3	171376922	+
3	17137720	+
3	171626381	+
3	171953007	+
3	172322943	+
3	172407403	+
3	172749123	+
3	172823752	+
3	173125157	+
3	17314331	+
3	17329455	+
3	173405119	+
3	173755705	+
3	173783875	+
3	173917239	+
3	17409573	+
3	174116465	+
3	174250904	+
3	174281815	+
3	174410744	+
3	174416372	+
3	174479958	+
3	174514509	+
3	174514519	+
3	174603671	+
3	174607522	+
3	174657315	+
3	174668470	+
3	175473514	+
3	17567267	+
3	175673936	+
3	175677918	+
3	175814013	+
3	176091320	+
3	176091566	+
3	176143026	+
3	176974830	+
3	177382262	+
3	177468930	+
3	177658709	+
3	177714756	+
3	177731329	+
3	177887668	+
3	178111041	+
3	178245015	+
3	178733425	+
3	178879917	+
3	17899581	+
3	179291364	+
3	179529593	+
3	179634835	+
3	179665505	+
3	179761349	+
3	179794022	+
3	179914320	+
3	179916207	+
3	180007273	+
3	180091672	+
3	180280751	+
3	180484094	+
3	180877922	+
3	181109909	+
3	181165798	+
3	181192861	+
3	181193308	+
3	181260763	+
3	18134211	+
3	181613395	+
3	181689145	+
3	181871005	+
3	181922442	+
3	182115224	+
3	182184465	+
3	182299004	+
3	182709531	+
3	182778623	+
3	18282474	+
3	182952088	+
3	182952506	+
3	18323255	+
3	183244312	+
3	183290212	+
3	183336141	+
3	183402909	+
3	183643932	+
3	183800642	+
3	183876862	+
3	184085807	+
3	184156711	+
3	1842210	+
3	184273582	+
3	184677979	+
3	184701975	+
3	184775881	+
3	185025806	+
3	185091624	+
3	185262745	+
3	185305365	+
3	185512037	+
3	185595592	+
3	18577227	+
3	185831120	+
3	185936262	+
3	186079591	+
3	186123516	+
3	186372195	+
3	18643489	+
3	18645676	+
3	186473964	+
3	186576171	+
3	186661990	+
3	186700640	+
3	186731050	+
3	186957956	+
3	18730779	+
3	187728893	+
3	187746096	+
3	187820534	+
3	187835042	+
3	187835058	+
3	187835286	+
3	187898592	+
3	187928473	+
3	188162109	+
3	188234420	+
3	188263008	+
3	188263227	+
3	188311197	+
3	188523333	+
3	188567127	+
3	188883219	+
3	18894685	+
3	189370911	+
3	189458297	+
3	189676895	+
3	189679391	+
3	18971877	+
3	1897906	+
3	18995911	+
3	189959379	+
3	190290937	+
3	19035445	+
3	190424152	+
3	190828281	+
3	190999457	+
3	191322903	+
3	191410353	+
3	191534526	+
3	191672317	+
3	19172578	+
3	191789038	+
3	191798407	+
3	192045364	+
3	192080499	+
3	192137725	+
3	192146260	+
3	192218235	+
3	192376522	+
3	192409604	+
3	192617620	+
3	192744355	+
3	192744901	+
3	192768505	+
3	192800000	+
3	192885307	+
3	193154658	+
3	193354113	+
3	193362897	+
3	19381727	+
3	19381898	+
3	193996575	+
3	194105784	+
3	194175369	+
3	194374823	+
3	194455319	+
3	194617326	+
3	194630857	+
3	194991089	+
3	19502184	+
3	195029064	+
3	195424717	+
3	195569230	+
3	195569945	+
3	195606092	+
3	195829554	+
3	195852626	+
3	196253882	+
3	196601029	+
3	196601090	+
3	19691900	+
3	197549944	+
3	197854217	+
3	19881024	+
3	19896236	+
3	20090477	+
3	20099797	+
3	20128321	+
3	20353474	+
3	2050158	+
3	2050459	+
3	20748839	+
3	20990304	+
3	21234951	+
3	21337057	+
3	21375883	+
3	21434899	+
3	21470481	+
3	21577527	+
3	2171104	+
3	21800857	+
3	22078196	+
3	22097769	+
3	22098055	+
3	22232655	+
3	22440113	+
3	22489431	+
3	22661096	+
3	22739172	+
3	2280429	+
3	22886680	+
3	23106639	+
3	23253691	+
3	23298153	+
3	23413804	+
3	23565354	+
3	2368700	+
3	23953268	+
3	24348769	+
3	24553533	+
3	24554221	+
3	24653534	+
3	2465639	+
3	24700405	+
3	24933710	+
3	24961868	+
3	24987634	+
3	24987840	+
3	25147753	+
3	25278453	+
3	25278874	+
3	25373380	+
3	25389904	+
3	25740875	+
3	25740972	+
3	25802348	+
3	26039194	+
3	26248699	+
3	26426158	+
3	26439525	+
3	26524450	+
3	26530326	+
3	26535521	+
3	26712891	+
3	26764582	+
3	26786725	+
3	27135165	+
3	27239558	+
3	27241367	+
3	27530571	+
3	27662369	+
3	27886797	+
3	28106827	+
3	2814033	+
3	28261982	+
3	28521452	+
3	2863232	+
3	28707056	+
3	2883534	+
3	28840171	+
3	29222180	+
3	29239891	+
3	29318070	+
3	29550376	+
3	2961997	+
