chr	tss	strand	gene
11	119729200	-	NECTIN1
11	120185529	-	TRIM29
11	120211032	+	OAF
11	120236640	+	POU2F3
11	120325129	+	TLCD5
11	120336413	+	ARHGEF12
11	120511700	+	GRIK4
11	121024072	+	TBCEL
11	121024125	+	AP000646.1
11	121101173	+	TECTA
11	121292681	+	SC5D
11	121452314	+	SORL1
11	122116215	-	BLID
11	122655722	+	UBASH3B
11	122838500	+	CRTAM
11	122882683	+	JHY
11	122981834	-	BSX
11	123063230	-	HSPA8
11	123195248	-	CLMP
11	123358428	+	GRAMD1B
11	123655244	-	SCN3B
11	123741675	-	ZNF202
11	123754545	-	OR6X1
11	123806387	-	OR6M1
11	123885670	-	TMEM225
11	123902167	+	OR8D4
11	123939543	+	OR4D5
11	123943873	-	OR6T1
11	123977781	-	OR10S1
11	123995161	-	OR10G6
11	124012997	+	OR10G4
11	124023013	+	OR10G9
11	124026798	+	OR10G8
11	124041325	-	OR10G7
11	124115404	+	VWA5A
11	124183345	+	OR10D3
11	124241095	+	OR8G1
11	124256376	+	OR8G5
11	124315099	-	OR8D1
11	124320288	-	OR8D2
11	124384462	-	OR8B2
11	124399024	-	OR8B3
11	124424893	-	OR8B4
11	124445696	-	OR8B8
11	124545333	-	OR8B12
11	124566660	+	OR8A1
11	124611428	+	PANX3
11	124622836	+	TBRG1
11	124695707	-	SIAE
11	124673798	+	SPA17
11	124739942	+	NRGN
11	124752255	-	VSIG2
11	124762290	-	ESAM
11	124800673	-	MSANTD2
11	124865432	+	ROBO3
11	124898500	-	ROBO4
11	124936412	-	HEPACAM
11	124919244	+	HEPN1
11	124954121	+	CCDC15
11	125063067	+	SLC37A2
11	125111763	-	TMEM218
11	125164687	+	PKNOX2
11	125592568	-	FEZ1
11	125569280	+	EI24
11	125591712	+	STT3A
11	125625665	+	CHEK1
11	125680874	-	ACRV1
11	125746279	+	PATE1
11	125778828	-	PATE2
11	125788127	+	PATE3
11	125833316	+	PATE4
11	125883614	+	HYLS1
11	125903221	-	PUS3
11	125903348	+	DDX25
11	125946056	+	VSIG10L2
11	126063335	-	CDON
11	126211692	-	RPUSD4
11	126211724	+	FAM118B
11	126269144	-	SRPRA
11	126269055	+	FOXRED1
11	126283065	+	TIRAP
11	126304060	+	DCPS
11	126355640	+	ST3GAL4
11	127003460	-	KIRREL3
11	128587558	-	ETS1
11	128686535	+	FLI1
11	128867373	-	KCNJ1
11	128891356	+	KCNJ5
11	128906069	-	C11orf45
11	128943399	-	TP53AIP1
11	129279324	-	ARHGAP32
11	129375848	+	BARX2
11	129815848	+	TMEM45B
11	129895590	-	NFRKB
11	130002835	-	PRDM10
11	130068147	+	APLP2
11	130159782	+	ST14
11	130314917	-	ZBTB44
11	130428609	-	ADAMTS8
11	130448974	+	ADAMTS15
11	130916509	-	SNX19
11	131370478	+	NTM
11	133532519	-	OPCML
11	133845538	-	SPATA19
11	133956985	-	IGSF9B
11	134069071	+	JAM3
11	134225454	-	NCAPD3
11	134224671	+	VPS26B
11	134253370	-	THYN1
11	134253495	+	ACAD8
11	134274245	+	GLB1L3
11	134331874	+	GLB1L2
11	134412242	-	B3GAT1
10	74163	-	TUBB8
10	134465	+	ZMYND11
10	689668	-	DIP2C
10	649948	+	PRR26
10	931705	-	LARP4B
10	988434	+	GTPBP4
10	1025859	-	IDI2
10	1049170	-	IDI1
10	1049538	+	WDR37
10	1737525	-	ADARB2
10	3066333	+	PFKP
10	3172841	-	PITRM1
10	3785281	-	KLF6
10	4786629	+	AKR1E2
10	4963253	+	AKR1C1
10	5018031	-	AKR1C2
10	5035354	+	AKR1C3
10	5185187	-	AKR1C8P
10	5195462	+	AKR1C4
10	5364966	+	UCN3
10	5404828	-	TUBAL3
10	5412557	+	NET1
10	5499570	-	CALML5
10	5524961	+	CALML3
10	5666595	-	ASB13
10	5684838	+	TASOR2
10	5842132	-	GDI2
10	5889906	-	ANKRD16
10	5890203	+	FBH1
10	5978187	-	IL15RA
10	6062370	-	IL2RA
10	6089034	+	RBM17
10	6144934	+	PFKFB3
10	6580301	-	PRKCQ
10	7411486	-	SFMBT2
10	7666998	-	ITIH5
10	7703316	+	ITIH2
10	7787993	-	KIN
10	7788147	+	ATP5F1C
10	7818505	+	TAF3
10	8045378	+	GATA3
10	10798397	+	CELF2
10	11611754	-	USP6NL
10	11742366	+	ECHDC3
10	11823339	+	PROSER2
10	12043170	-	UPF2
10	12068954	+	DHTKD1
10	12129637	+	SEC61A2
10	12196144	-	NUDT5
10	12195965	+	CDC123
10	12349482	+	CAMK1D
10	13099652	-	CCDC3
10	13099449	+	OPTN
10	13161554	+	MCM10
10	13234374	-	UCMA
10	13302412	-	PHYH
10	13348298	-	SEPHS1
10	13528974	-	BEND7
10	13586939	+	PRPF18
10	13610047	+	AL157392.5
10	14462142	-	FRMD4A
10	14774897	-	FAM107B
10	14838575	-	CDNF
10	14838160	+	HSPA14
10	14838306	+	HSPA14
10	14878820	+	SUV39H2
10	14954432	-	DCLRE1C
10	14959388	+	MEIG1
10	15032227	+	OLAH
10	15088776	-	ACBD7
10	15097180	+	RPP38
10	15168693	-	NMT2
10	15371289	-	FAM171A1
10	15719922	-	ITGA8
10	15860507	-	MINDY3
10	16436943	+	PTER
10	16521879	-	C1QL3
10	16817463	-	RSU1
10	17129811	-	CUBN
10	17202054	-	TRDMT1
10	17228241	+	VIM
10	17454595	-	ST8SIA6
10	17617374	-	HACD1
10	17644151	+	STAM
10	17752201	+	TMEM236
10	17809348	+	MRC1
10	17951839	+	SLC39A12
10	18140677	+	CACNB2
10	18659285	-	NSUN6
10	18659431	+	ARL5B
10	19048801	+	MALRD1
10	19816239	+	PLXDC2
10	21174187	-	NEBL
10	21146559	-	C10orf113
10	21526368	-	SKIDA1
10	21524646	+	MLLT10
10	22003769	-	DNAJC1
10	22210021	-	EBLN1
10	22316386	+	COMMD3
10	22316388	+	COMMD3-BMI1
10	22321099	+	BMI1
10	22345445	+	SPAG6
10	22714578	-	PIP4K2A
10	22928024	+	ARMC3
10	23095579	+	MSRB2
10	23192312	+	PTF1A
10	23344845	-	C10orf67
10	23439458	+	OTUD1
10	23694746	+	KIAA1217
10	24723887	-	ARHGAP21
10	24952606	-	PRTFDC1
10	25062279	-	ENKUR
10	25016612	+	THNSL1
10	25174802	+	GPR158
10	25934229	+	MYO3A
10	26216665	+	GAD2
10	26438341	+	APBB1IP
10	26697701	+	PDSS1
10	26861087	-	ABI1
10	27100498	-	ANKRD26
10	27155266	-	YME1L1
10	27154824	+	MASTL
10	27242130	-	ACBD5
10	27504174	+	RAB18
10	27746060	-	MKX
10	27999079	-	ARMC4
10	28334486	-	MPP7
10	28532493	+	WAC
10	28677510	+	BAMBI
10	29289061	+	LYZL1
10	29736781	-	SVIL
10	30115494	-	JCAD
10	30374448	-	MTPAP
10	30434021	+	MAP3K8
10	30629762	-	LYZL2
10	31031937	-	ZNF438
10	31318495	+	ZEB1
10	31928876	-	ARHGAP12
10	32056425	-	KIF5B
10	32378798	-	EPC1
10	32446140	+	CCDC7
10	33005792	-	ITGB1
10	33336262	-	NRP1
10	34815325	-	PARD3
10	35090642	-	CUL2
10	35126791	+	CREM
10	35247025	+	CCNY
10	35605341	+	GJD4
10	35642278	-	FZD8
10	37125725	+	ANKRD30A
10	37602974	-	MTRNR2L7
10	37858106	-	ZNF248
10	37976647	-	ZNF25
10	38010650	+	ZNF33A
10	38094334	+	ZNF37A
10	38094368	+	AL117339.5
10	42638570	-	ZNF33B
10	42782795	+	BMS1
10	43077064	+	RET
10	43138445	+	CSGALNACT2
10	43266919	-	RASGEF1A
10	43371636	+	FXYD4
10	43409166	-	HNRNPF
10	43436841	+	ZNF487
10	43574618	-	ZNF239
10	43606419	+	ZNF485
10	43648881	-	ZNF32
10	44292569	+	C10orf142
10	44386493	-	CXCL12
10	44911316	+	TMEM72
10	44959407	+	RASSF4
10	44978809	-	DEPP1
10	45000923	+	ZNF22
10	45315608	-	OR13A1
10	45374176	+	ALOX5
10	45594906	-	MARCHF8
10	45672780	-	ZFAND4
10	45727200	+	WASHC2C
10	45853875	-	AGAP4
10	45972489	+	TIMM23
10	46030714	-	NCOA4
10	46048180	-	MSMB
10	46286345	+	ANTXRL
10	46375627	+	ANXA8L1
10	46465958	-	NPY4R
10	46555530	-	GPRIN2
10	46578217	+	SYT15
10	46911396	+	PTPN20
10	47300197	+	GDF10
10	47322454	+	GDF2
10	47348363	+	RBP3
10	47384293	-	ZNF488
10	47484158	-	ANXA8
10	47491693	-	FAM25G
10	47523638	-	AGAP9
10	47763592	-	FO681492.1
10	47918739	+	NPY4R2
10	47999791	-	FAM25C
10	48274696	-	FRMPD2
10	48306639	+	MAPK8
10	48656265	-	ARHGAP22
10	48684876	+	WDFY4
10	48914232	-	LRRC18
10	49115522	-	VSTM4
10	49134008	-	FAM170B
10	49188585	-	TMEM273
10	49299170	+	C10orf71
10	49396016	-	DRGX
10	49539538	-	ERCC6
10	49609095	+	CHAT
10	49610310	+	SLC18A3
10	49679651	+	C10orf53
10	49762379	-	OGDHL
10	49970203	-	PARG
10	49942049	+	TIMM23B
10	49982190	+	AGAP6
10	50067888	+	WASHC2A
10	50279720	-	ASAH2
10	50625163	-	SGMS1
10	50739318	+	ASAH2B
10	50885675	-	A1CF
10	50990888	+	PRKG1
10	51699595	-	CSTF2T
10	52314281	+	DKK1
10	52771700	-	MBL2
10	55627942	-	PCDH15
10	55599042	+	MTRNR2L5
10	56361273	-	ZWINT
10	58267894	-	IPMK
10	58269162	+	CISD1
10	58334979	+	UBE2D1
10	58385345	+	TFAM
10	58512872	+	BICC1
10	59176643	+	PHYHIPL
10	59363181	-	FAM13C
10	59736002	-	SLC16A9
10	59756041	-	MRLN
10	59906556	-	CCDC6
10	60733490	-	ANK3
10	60778331	+	CDK1
10	61001440	-	RHOBTB1
10	61453381	-	TMEM26
10	61662961	+	CABCOCO1
10	61901684	+	ARID5B
10	62268844	-	RTKN2
10	62374192	+	ZNF365
10	62520448	+	AC067752.1
10	62804720	+	ADO
10	62919900	-	EGR2
10	63133247	+	NRBF2
10	63521850	-	JMJD1C
10	63521401	+	REEP3
10	67696195	-	CTNNA3
10	66926036	+	LRRTM3
10	67838188	-	DNAJC12
10	67884656	+	SIRT1
10	68075348	-	HERC4
10	68106117	+	MYPN
10	68232113	-	ATOH7
10	68333049	-	PBLD
10	68331174	+	HNRNPH3
10	68407294	-	RUFY2
10	68472121	-	DNA2
10	68527523	-	SLC25A16
10	68560337	+	TET1
10	68721012	+	CCAR1
10	68827531	+	STOX1
10	68901286	+	DDX50
10	68956170	+	DDX21
10	68988721	+	KIFBP
10	69088103	+	SRGN
10	69123512	+	VPS26A
10	69180234	+	SUPV3L1
10	69220332	+	HKDC1
10	69269984	+	HK1
10	69416918	-	TACR2
10	69451465	+	TSPAN15
10	69573422	-	NEUROG3
10	69630247	+	FAM241B
10	69801867	+	COL13A1
10	70052846	+	MACROH2A2
10	70132934	-	AIFM2
10	70146700	-	TYSND1
10	70170523	-	SAR1A
10	70233911	-	PPA1
10	70284004	-	NPFFR1
10	70382650	-	LRRC20
10	70404145	+	EIF4EBP2
10	70447951	-	NODAL
10	70478767	+	PALD1
10	70602759	-	PRF1
10	70672506	+	ADAMTS14
10	70785401	-	TBATA
10	70815948	+	SGPL1
10	70888565	-	PCBD1
10	71212570	+	UNC5B
10	71319259	+	SLC29A3
10	71396920	+	CDH23
10	71737824	-	C10orf105
10	71773520	-	VSIR
10	71851325	-	PSAP
10	71964395	+	CHST3
10	72089032	-	SPOCK2
10	72217134	-	ASCC1
10	72216000	+	ANAPC16
10	72273924	+	DDIT4
10	72355149	-	DNAJB12
10	72626191	-	MICU1
10	72692131	+	MCU
10	72893584	+	OIT3
10	72954806	-	PLA2G12B
10	73096974	-	P4HA1
10	73110375	+	NUDT13
10	73169055	-	ECD
10	73168119	+	FAM149B1
10	73247255	-	DNAJC9
10	73252693	-	MRPS16
10	73358859	-	CFAP70
10	73414076	-	ANXA7
10	73433561	-	MSS51
10	73496024	-	PPP3CB
10	73625953	-	USP54
10	73641474	-	MYOZ1
10	73663803	-	SYNPO2L
10	73698159	-	AGAP5
10	73744372	+	SEC24C
10	73772276	+	FUT11
10	73782047	+	CHCHD1
10	73785582	+	ZSWIM8
10	73811651	-	AC022400.7
10	73811798	-	NDST2
10	73874591	-	CAMK2G
10	73909177	+	PLAU
10	73922777	-	C10orf55
10	73995193	+	VCL
10	74151063	-	AP3M1
10	74151202	+	ADK
10	74824927	+	KAT6B
10	75058514	-	DUPD1
10	75109221	-	DUSP13
10	75099586	+	SAMD8
10	75210154	+	VDAC2
10	75236030	-	COMTD1
10	75401764	-	ZNF503
10	75431624	+	LRMDA
10	77638369	-	KCNMA1
10	77926755	-	DLG5
10	78029515	-	POLR3A
10	78033760	+	RPS24
10	79068966	+	ZMIZ1
10	79347469	+	PPIF
10	79445624	-	ZCCHC24
10	79512601	+	EIF5AL1
10	79560407	-	SFTPA2
10	79610939	+	SFTPA1
10	79703227	+	NUTM2B
10	79841358	+	NUTM2E
10	79982614	-	SFTPD
10	80078646	+	TMEM254
10	80131682	+	PLAC9
10	80205572	-	ANXA11
10	80289658	-	MAT1A
10	80356755	-	DYDC1
10	80344745	+	DYDC2
10	80407829	+	PRXL2A
10	80454166	+	TSPAN14
10	80537902	+	SH2D4B
10	81875194	+	NRG3
10	84139509	+	GHITM
10	84173801	+	C10orf99
10	84194537	+	CDHR1
10	84225544	-	LRIT2
10	84230666	+	RGR
10	84241546	-	LRIT1
10	84328586	+	CCSER2
10	86366795	-	GRID1
10	86521792	-	WAPL
10	86654547	+	OPN4
10	86668449	+	LDB3
10	86756601	+	BMPR1A
10	86969481	-	MMRN2
10	86958599	+	SNCG
10	86968432	+	ADIRF
10	87020294	+	FAM25A
10	87094843	-	GLUD1
10	87094161	+	SHLD2
10	87225448	+	NUTM2A
10	87357668	+	NUTM2D
10	87504875	+	MINPP1
10	87659613	+	PAPSS2
10	87841343	-	ATAD1
10	87863437	-	KLLN
10	87863625	+	PTEN
10	88584530	-	RNLS
10	88586753	+	LIPJ
10	88664441	+	LIPF
10	88724544	+	LIPK
10	88761406	+	LIPN
10	88802730	+	LIPM
10	88851844	-	ANKRD22
10	88879734	+	STAMBPL1
10	88991339	-	ACTA2
10	88990531	+	FAS
10	89207317	-	CH25H
10	89414557	-	LIPA
10	89283694	+	IFIT2
10	89327997	+	IFIT3
10	89378056	+	IFIT1B
10	89392546	+	IFIT1
10	89414568	+	IFIT5
10	89556641	-	SLC16A12
10	89645572	-	PANK1
10	89701610	+	KIF20B
10	90858039	-	HTR7
10	90871716	+	RPP30
10	90921276	-	ANKRD1
10	91163012	+	PCGF5
10	91409280	+	HECTD2
10	91633071	-	PPP1R3C
10	91798426	+	TNKS2
10	91909486	-	FGFBP3
10	91923770	+	BTAF1
10	92291078	-	CPEB3
10	92291167	+	MARCHF5
10	92574093	-	IDE
10	92593130	+	KIF11
10	92689955	+	HHEX
10	92826831	+	EXOC6
10	93060798	+	CYP26C1
10	93073475	+	CYP26A1
10	93482334	-	MYOF
10	93496612	+	CEP55
10	93566665	+	FFAR4
10	93601744	-	RBP4
10	93612537	+	PDE6C
10	93702592	-	FRA10AC1
10	93757840	+	LGI1
10	93893973	+	SLC35G1
10	94030812	+	PLCE1
10	94362959	-	NOC3L
10	94402541	+	TBC1D12
10	94501434	+	HELLS
10	94683729	+	CYP2C18
10	94688154	+	AL583836.1
10	94762681	+	CYP2C19
10	94938658	+	CYP2C9
10	95069497	-	CYP2C8
10	95194200	+	ACSM6
10	95291012	-	PDLIM1
10	95561414	-	SORBS1
10	95656711	-	ALDH18A1
10	95694143	-	TCTN3
10	95711779	+	ENTPD1
10	95860548	+	AL365273.2
10	95907603	+	CC2D2B
10	96043394	+	CCNJ
10	96129715	+	ZNF518A
10	96271587	-	BLNK
10	96304409	+	DNTT
10	96359365	-	OPALIN
10	96513926	-	TLL2
10	96587452	-	TM9SF3
10	96720514	-	PIK3AP1
10	96832282	+	LCOR
10	97185959	-	SLIT1
10	97292637	-	ARHGAP19-SLIT1
10	97292673	-	ARHGAP19
10	97319271	+	FRAT1
10	97334729	-	FRAT2
10	97426076	-	RRP12
10	97426191	+	PGAM1
10	97446017	-	EXOSC1
10	97446170	+	ZDHHC16
10	97498794	-	MMS19
10	97498924	+	UBTD1
10	97572499	+	ANKRD2
10	97584323	+	HOGA1
10	97584374	+	AL355315.1
10	97589721	+	C10orf62
10	97633500	-	MORN4
10	97640686	+	PI4K2A
10	97687241	-	AVPI1
10	97713173	+	MARVELD1
10	97737121	+	ZFYVE27
10	97771999	-	SFRP5
10	97849843	+	GOLGA7B
10	98030828	-	CRTAC1
10	98134624	+	R3HCC1L
10	98268194	-	LOXL4
10	98415182	-	PYROXD2
10	98446947	-	HPS1
10	99235862	-	HPSE2
10	99329356	+	CNNM1
10	99430624	-	GOT1
10	99532942	+	NKX2-3
10	99620609	-	SLC25A28
10	99732112	-	AL133353.2
10	99659509	+	ENTPD7
10	99702558	+	CUTC
10	99732100	-	COX15
10	99782640	+	ABCC2
10	100009947	-	DNMBP
10	100081869	-	CPN1
10	100186033	-	ERLIN1
10	100229596	-	CHUK
10	100267680	-	CWF19L1
10	100286680	-	BLOC1S2
10	100330264	-	PKD2L1
10	100347233	+	SCD
10	100463009	+	WNT8B
10	100519864	-	SEC31B
10	100529881	-	AL133352.1
10	100530000	-	NDUFB8
10	100529072	+	HIF1AN
10	100735603	+	PAX2
10	100912963	+	SLF2
10	100987515	-	MRPL43
10	100969518	+	SEMA4G
10	100987367	+	TWNK
10	100996618	+	LZTS2
10	101032295	-	PDZD7
10	101031234	+	SFXN3
10	101061841	+	KAZALD1
10	101131300	+	TLX1
10	101229794	-	LBX1
10	101354033	+	BTRC
10	101570560	+	DPCD
10	101588270	-	POLL
10	101695295	-	FBXW4
10	101780369	-	FGF8
10	101783413	-	NPM3
10	101818465	-	OGA
10	101843920	-	KCNIP2
10	102056193	-	ARMH3
10	102065349	+	HPS6
10	102120368	-	LDB1
10	102132994	+	PPRC1
10	102152176	+	NOLC1
10	102226299	+	ELOVL3
10	102241512	-	PITX3
10	102245532	+	GBF1
10	102394110	+	NFKB2
10	102421539	-	PSD
10	102419189	+	FBXL15
10	102432584	-	CUEDC2
10	102451543	-	C10orf95
10	102461395	+	MFSD13A
10	102502712	-	ACTR1A
10	102503987	+	SUFU
10	102642310	+	TRIM8
10	102714397	-	ARL3
10	102714538	+	SFXN2
10	102743948	+	WBP1L
10	102837472	-	CYP17A1
10	102854259	+	BORCS7
10	102854272	+	BORCS7-ASMT
10	102869470	+	AS3MT
10	102918294	+	CNNM2
10	103193306	-	NT5C2
10	103245887	+	RPEL1
10	103277138	+	INA
10	103351144	-	PCGF6
10	103367976	+	TAF5
10	103396492	-	ATP5MD
10	103396626	+	PDCD11
10	103452402	-	CALHM2
10	103458888	-	CALHM1
10	103479240	-	CALHM3
10	103493979	+	NEURL1
10	103855543	-	SH3PXD2A
10	103918184	-	STN1
10	103967140	+	SLK
10	104085880	-	COL17A1
10	104122058	+	SFR1
10	104232364	-	CFAP43
10	104235356	+	GSTO1
10	104268873	+	GSTO2
10	104338465	-	ITPRIP
10	104353833	+	CFAP58
10	104641290	+	SORCS3
10	107164534	-	SORCS1
10	109923553	-	XPNPEP1
10	109996368	+	ADD3
10	110207605	+	MXI1
10	110304938	-	SMNDC1
10	110497907	+	DUSP5
10	110567691	+	SMC3
10	110644336	+	RBM20
10	110871795	+	PDCD4
10	110919201	-	BBIP1
10	110919547	+	SHOC2
10	111077029	+	ADRA2A
10	112215377	-	GPAM
10	112283400	+	TECTB
10	112374018	+	ACSL5
10	112446917	-	ZDHHC6
10	112446998	+	VTI1A
10	112950247	+	TCF7L2
10	113550837	+	HABP2
10	113664127	-	NRAP
10	113679162	+	CASP7
10	113751262	+	PLEKHS1
10	113854383	-	DCLRE1A
10	113854661	+	NHLRC2
10	114043866	+	ADRB1
10	114174232	-	CCDC186
10	114179270	+	TDRD1
10	114239254	+	VWA2
10	114404756	-	AFAP1L2
10	114768061	-	ABLIM1
10	114821744	+	FAM160B1
10	114938195	+	TRUB1
10	115093365	+	ATRNL1
10	116273467	-	GFRA1
10	116324448	+	CCDC172
10	116427847	+	PNLIPRP3
10	116545931	+	PNLIP
10	116590385	+	PNLIPRP1
10	116670264	-	C10orf82
10	116850236	-	HSPA12A
10	116849499	+	ENO4
10	117126586	-	SHTN1
10	117138301	-	VAX1
10	117197489	+	KCNK18
10	117241093	+	SLC18A2
10	117375440	-	PDZD8
10	117542445	+	EMX2
10	118046941	-	RAB11FIP2
10	118342328	-	FAM204A
10	118595648	-	PRLHR
10	118755249	-	CACUL1
10	119029714	+	NANOS1
10	119080823	-	EIF3A
10	119104086	+	DENND10
10	119165714	-	SFXN4
10	119178812	-	PRDX3
10	119207571	+	GRK5
10	119542719	-	RGS10
10	119597029	-	TIAL1
10	119651370	+	BAG3
10	119726042	+	INPP5F
10	119892556	-	MCMBP
10	119892730	+	SEC23IP
10	120457227	+	PLPP4
10	120851305	+	WDR11
10	121598458	-	FGFR2
10	121928801	-	ATE1
10	121975217	-	NSMCE4A
10	121989163	+	TACC2
10	122271296	+	BTBD16
10	122374696	+	PLEKHA1
10	122454653	+	ARMS2
10	122458551	+	HTRA1
10	122560665	+	DMBT1
10	122672850	+	AL603764.2
10	122699846	-	C10orf120
10	122846175	-	CUZD1
10	122879583	-	AC073585.2
10	122879641	-	FAM24B
10	122910610	+	FAM24A
10	122954311	-	C10orf88
10	122954381	+	PSTK
10	123008817	-	IKZF5
10	123008979	+	ACADSB
10	123135970	+	HMX3
10	123148122	+	HMX2
10	123154402	+	BUB3
10	123666355	+	GPR26
10	123940267	-	CPXM2
10	124093598	-	CHST15
10	124418976	-	OAT
10	124450035	-	NKX1-2
10	124461823	+	LHPP
10	124791727	-	AC068896.3
10	124744378	-	FAM53B
10	124791887	-	EEF1AKMT2
10	124801819	+	ABRAXAS2
10	124942123	+	ZRANB1
10	125161170	-	CTBP2
10	125683163	-	TEX36
10	125719515	+	EDRF1
10	125775821	-	MMP21
10	125823258	-	UROS
10	125823546	+	BCCIP
10	125896436	-	DHX32
10	125896564	+	FANK1
10	126388455	-	ADAM12
10	126798708	-	C10orf90
10	126905409	+	DOCK1
10	127196591	-	INSYN2A
10	127549369	+	NPS
10	127737185	+	FOXI2
10	127892941	-	CLRN3
10	127907061	+	PTPRE
10	128126423	-	MKI67
10	129467190	+	MGMT
10	129963841	-	EBF3
10	130110830	-	C10orf143
10	130136391	+	GLRX3
10	131311721	-	TCERG1L
10	131901008	+	PPP2R2D
10	131982013	-	BNIP3
10	132036336	+	JAKMIP3
10	132186948	+	DPYSL4
10	132331847	-	STK32C
10	132332154	+	LRRC27
10	132397168	+	PWWP2B
10	132537787	+	INPP5A
10	132786147	-	NKX6-2
10	132942823	-	CFAP46
10	133070929	+	ADGRA1
10	133160219	+	KNDC1
10	133230217	+	UTF1
10	133237855	+	VENTX
10	133276868	-	ADAM8
10	133312337	-	TUBGCP2
10	133308914	+	ZNF511
10	133309410	+	ZNF511-PRAP1
10	133336935	-	CALY
10	133347368	+	PRAP1
10	133358025	-	FUOM
10	133373354	-	ECHS1
10	133379261	+	PAOX
10	133380017	+	AL360181.3
10	133394094	+	MTG1
10	133424572	-	SPRN
10	133453928	+	SCART1
10	133520406	+	CYP2E1
10	133569835	-	SYCE1
10	133626795	-	FRG2B
12	66767	+	IQSEC3
12	214570	-	SLC6A12
12	262873	-	SLC6A13
12	389320	-	KDM5A
12	389273	+	CCDC77
12	459939	+	B4GALNT3
12	663779	-	NINJ2
12	752579	+	WNK1
12	990053	-	RAD52
12	990509	+	ERC1
12	1529891	+	WNT5B
12	1594581	-	FBXL14
12	1688574	+	ADIPOR2
12	1918666	-	CACNA2D4
12	1820267	+	LRTM2
12	2004535	-	DCP1B
12	1970786	+	CACNA1C
12	2794970	+	FKBP4
12	2812622	+	ITFG2
12	2835544	-	NRIP2
12	2857039	-	TEX52
12	2877155	-	FOXM1
12	2876258	+	RHNO1
12	2877223	+	TULP3
12	2959330	+	TEAD4
12	3077355	+	TSPAN9
12	3381349	+	PRMT8
12	3764819	-	CRACR2A
12	3873448	-	PARP11
12	4273762	+	CCND2
12	4273762	+	AC008012.1
12	4307763	+	TIGAR
12	4379712	-	FGF23
12	4445614	-	FGF6
12	4538508	-	C12orf4
12	4538798	+	RAD51AP1
12	4562204	+	DYRK4
12	4604944	+	AC005832.4
12	4649051	-	AKAP3
12	4649095	+	NDUFA9
12	4649101	+	AC005833.1
12	4720400	+	GALNT8
12	4809176	+	KCNA6
12	4909905	+	KCNA1
12	5043879	+	KCNA5
12	5432108	+	NTF3
12	5946232	-	ANO2
12	6124770	-	VWF
12	6199715	+	CD9
12	6310436	+	PLEKHG6
12	6342114	-	TNFRSF1A
12	6377730	-	SCNN1A
12	6375045	+	LTBR
12	6444867	+	CD27
12	6451690	+	TAPBPL
12	6470987	-	VAMP1
12	6493841	-	MRPL51
12	6493356	+	NCAPD2
12	6534512	+	GAPDH
12	6556083	-	IFFO1
12	6568691	-	NOP2
12	6607367	-	AC006064.6
12	6614524	-	CHD4
12	6635960	-	LPAR5
12	6647433	-	ACRBP
12	6663142	-	ING4
12	6689572	-	ZNF384
12	6700800	-	PIANP
12	6724014	+	COPS7A
12	6767475	-	MLF2
12	6765516	+	PTMS
12	6772512	+	LAG3
12	6786858	+	CD4
12	6821624	+	GPR162
12	6828407	+	P3H3
12	6839954	+	GNB3
12	6852066	-	CDCA3
12	6852128	+	USP5
12	6867119	+	TPI1
12	6889358	-	SPSB2
12	6873569	+	LRRC23
12	6913745	+	ENO2
12	6924463	+	ATN1
12	6942978	+	C12orf57
12	6946468	+	PTPN6
12	6970753	-	PHB2
12	6970913	+	EMG1
12	7018477	-	LPCAT3
12	6988259	+	C1S
12	7092540	-	C1R
12	7109238	-	C1RL
12	7128889	-	RBP5
12	7129698	+	CLSTN3
12	7188685	+	PEX5
12	7304284	+	ACSM4
12	7479897	-	CD163L1
12	7503893	-	CD163
12	7665908	-	APOBEC1
12	7695775	-	GDF3
12	7711433	+	DPPA3
12	7751605	-	CLEC4C
12	7765216	+	NANOGNB
12	7787794	+	NANOG
12	7891148	-	SLC2A14
12	7936187	-	SLC2A3
12	8032716	+	FOXJ2
12	8066359	-	C3AR1
12	8076939	+	NECAP1
12	8123632	+	CLEC4A
12	8138140	+	AC092111.3
12	8157034	+	ZNF705A
12	8227618	-	FAM90A1
12	8455962	+	CLEC6A
12	8509475	+	CLEC4D
12	8540905	-	CLEC4E
12	8612867	-	AICDA
12	8662888	-	MFAP5
12	8681600	+	RIMKLB
12	8822621	+	A2ML1
12	8913896	+	PHC1
12	8949761	-	M6PR
12	8950044	+	KLRG1
12	9116229	-	A2M
12	9208395	-	PZP
12	9607916	-	KLRB1
12	9664969	+	CLEC2D
12	9733299	-	CLECL1
12	9760901	-	CD69
12	9827481	+	KLRF1
12	9870136	-	CLEC2B
12	9881489	+	KLRF2
12	9932370	-	CLEC2A
12	9951316	+	CLEC12A
12	10013424	-	CLEC1B
12	10010627	+	CLEC12B
12	10030678	+	CLEC9A
12	10111627	-	CLEC1A
12	10130258	-	CLEC7A
12	10172138	-	OLR1
12	10170542	+	TMEM52B
12	10212458	+	GABARAPL1
12	10226058	+	KLRD1
12	10391874	-	KLRK1
12	10410146	-	KLRC4-KLRK1
12	10409757	-	KLRC4
12	10420595	-	KLRC3
12	10436001	-	AC068775.1
12	10442300	-	KLRC2
12	10454685	-	KLRC1
12	10505602	+	EIF2S3B
12	10613609	-	MAGOHB
12	10674318	-	STYK1
12	10723323	-	YBX3
12	10802627	-	TAS2R7
