chr	pos	str	motifID
19	36593921	+	MA0814
19	36594741	+	MA0814
19	36605894	-	MA0814
19	36606438	-	MA0814
19	36607217	+	MA0814
19	36619248	+	MA0814
19	36623599	-	MA0814
19	36630765	+	MA0814
19	36705896	+	MA0814
19	36757553	+	MA0814
19	37019653	-	MA0814
19	37063951	+	MA0814
19	37064239	+	MA0814
19	37096438	-	MA0814
19	37096439	+	MA0814
19	37157792	+	MA0814
19	37178771	+	MA0814
19	37266849	+	MA0814
19	37266860	-	MA0814
19	37288427	-	MA0814
19	37341119	-	MA0814
19	37498622	+	MA0814
19	37501359	-	MA0814
19	37505988	-	MA0814
19	37548151	-	MA0814
19	37701398	+	MA0814
19	37709114	-	MA0814
19	37825150	+	MA0814
19	37957850	-	MA0814
19	38011020	+	MA0814
19	38042262	+	MA0814
19	38092119	-	MA0814
19	38146095	-	MA0814
19	38146527	-	MA0814
19	38146528	+	MA0814
19	38210302	+	MA0814
19	38210715	+	MA0814
19	38270524	-	MA0814
19	38281008	-	MA0814
19	38295223	-	MA0814
19	38308282	-	MA0814
19	38366899	+	MA0814
19	38456925	-	MA0814
19	38456959	-	MA0814
19	38477396	+	MA0814
19	38482585	-	MA0814
19	38535158	+	MA0814
19	38565155	-	MA0814
19	38565156	+	MA0814
19	38613409	-	MA0814
19	38626536	+	MA0814
19	38647972	-	MA0814
19	38673689	+	MA0814
19	38688732	-	MA0814
19	38719214	+	MA0814
19	38720454	-	MA0814
19	38720455	+	MA0814
19	38743155	-	MA0814
19	38747024	-	MA0814
19	38747031	-	MA0814
19	38747067	+	MA0814
19	38754914	+	MA0814
19	38771298	-	MA0814
19	38779187	-	MA0814
19	38781154	-	MA0814
19	38791709	-	MA0814
19	38794659	-	MA0814
19	38794675	+	MA0814
19	38795801	+	MA0814
19	38810417	+	MA0814
19	38810806	+	MA0814
19	38826356	+	MA0814
19	38845587	+	MA0814
19	38848994	-	MA0814
19	38852342	+	MA0814
19	38865222	+	MA0814
19	38886548	+	MA0814
19	38943747	+	MA0814
19	38955165	-	MA0814
19	38955207	+	MA0814
19	38964334	-	MA0814
19	38969316	+	MA0814
19	38997698	+	MA0814
19	39005897	-	MA0814
19	39005898	+	MA0814
19	39035643	-	MA0814
19	39086869	-	MA0814
19	39086905	-	MA0814
19	39096776	+	MA0814
19	39108581	-	MA0814
19	39129294	+	MA0814
19	39132974	+	MA0814
19	39138125	+	MA0814
19	39140681	+	MA0814
19	39154643	-	MA0814
19	39188398	-	MA0814
19	39197727	-	MA0814
19	39197728	+	MA0814
19	39209513	-	MA0814
19	39210457	+	MA0814
19	39210531	+	MA0814
19	39219422	+	MA0814
19	39225843	+	MA0814
19	39329355	-	MA0814
19	39329356	+	MA0814
19	39341276	+	MA0814
19	39342773	-	MA0814
19	39360650	+	MA0814
19	39361467	-	MA0814
19	39368546	-	MA0814
19	39382587	+	MA0814
19	39403315	+	MA0814
19	39409328	-	MA0814
19	39466052	-	MA0814
19	39466053	+	MA0814
19	39466130	+	MA0814
19	39619591	-	MA0814
19	39621177	+	MA0814
19	39624218	+	MA0814
19	39627298	-	MA0814
19	39630375	-	MA0814
19	39635820	-	MA0814
19	39635892	-	MA0814
19	39646411	-	MA0814
19	39646443	-	MA0814
19	39649106	-	MA0814
19	39649107	+	MA0814
19	39657762	-	MA0814
19	39663253	-	MA0814
19	39670601	-	MA0814
19	39670602	+	MA0814
19	39672433	+	MA0814
19	39755010	-	MA0814
19	39786793	+	MA0814
19	39789083	-	MA0814
19	39795925	-	MA0814
19	39798806	+	MA0814
19	39798823	+	MA0814
19	39807420	+	MA0814
19	39833499	-	MA0814
19	39853703	+	MA0814
19	39854612	+	MA0814
19	39893272	-	MA0814
19	39893291	-	MA0814
19	39897582	-	MA0814
19	39900851	-	MA0814
19	39900852	+	MA0814
19	39903210	-	MA0814
19	39918945	+	MA0814
19	39918974	-	MA0814
19	39926724	+	MA0814
19	39935427	-	MA0814
19	39935445	-	MA0814
19	39936255	+	MA0814
19	39948138	+	MA0814
19	39957478	-	MA0814
19	39957519	-	MA0814
19	39964278	-	MA0814
19	39971353	-	MA0814
19	39971354	+	MA0814
19	39982903	-	MA0814
19	39982904	+	MA0814
19	39985484	+	MA0814
19	39993614	-	MA0814
19	39998033	-	MA0814
19	39998034	+	MA0814
19	39998067	-	MA0814
19	40006185	-	MA0814
19	40006348	+	MA0814
19	40006360	+	MA0814
19	40009308	+	MA0814
19	40023089	+	MA0814
19	40023629	-	MA0814
19	40030185	-	MA0814
19	40030186	+	MA0814
19	40048604	+	MA0814
19	40182636	+	MA0814
19	40319215	-	MA0814
19	40366230	-	MA0814
19	40366231	+	MA0814
19	40476912	-	MA0814
19	40476913	+	MA0814
19	40561863	-	MA0814
19	40684856	-	MA0814
19	40697227	+	MA0814
19	40723923	+	MA0814
19	40724219	+	MA0814
19	40729331	+	MA0814
19	40732494	-	MA0814
19	40732507	+	MA0814
19	40747780	-	MA0814
19	40750671	-	MA0814
19	40755477	-	MA0814
19	40771319	+	MA0814
19	40783827	+	MA0814
19	40828893	+	MA0814
19	40871832	-	MA0814
19	40898399	-	MA0814
19	40898400	+	MA0814
19	40899553	-	MA0814
19	40899564	-	MA0814
19	40901248	+	MA0814
19	40909726	-	MA0814
19	40910114	+	MA0814
19	40927189	-	MA0814
19	40927209	+	MA0814
19	40930556	-	MA0814
19	41019129	+	MA0814
19	41019192	+	MA0814
19	41025635	-	MA0814
19	41025643	+	MA0814
19	41025674	+	MA0814
19	41055226	+	MA0814
19	41060058	+	MA0814
19	41073896	+	MA0814
19	41076669	-	MA0814
19	41077752	-	MA0814
19	41082022	-	MA0814
19	41103044	-	MA0814
19	41103045	+	MA0814
19	41106110	-	MA0814
19	41106111	+	MA0814
19	41111492	-	MA0814
19	41111517	-	MA0814
19	41111551	+	MA0814
19	41113432	-	MA0814
19	41115884	-	MA0814
19	41117655	+	MA0814
19	41195572	+	MA0814
19	41209442	-	MA0814
19	41246060	+	MA0814
19	41256546	+	MA0814
19	41284137	+	MA0814
19	41284147	+	MA0814
19	41284536	+	MA0814
19	41298346	-	MA0814
19	41304150	-	MA0814
19	41305470	-	MA0814
19	41308757	+	MA0814
19	41309857	+	MA0814
19	41312924	+	MA0814
19	41468696	-	MA0814
19	41468697	+	MA0814
19	41537980	-	MA0814
19	41587989	+	MA0814
19	41699014	+	MA0814
19	41699255	+	MA0814
19	41732181	+	MA0814
19	41770535	+	MA0814
19	41772495	-	MA0814
19	41825259	-	MA0814
19	41825260	+	MA0814
19	41825289	-	MA0814
19	41825290	+	MA0814
19	41825320	-	MA0814
19	41829020	+	MA0814
19	41831888	-	MA0814
19	41831901	+	MA0814
19	41837054	-	MA0814
19	41837055	+	MA0814
19	41837078	+	MA0814
19	41857404	-	MA0814
19	41869557	+	MA0814
19	41869751	-	MA0814
19	41884346	+	MA0814
19	41903489	+	MA0814
19	41909259	+	MA0814
19	41909270	-	MA0814
19	41962057	+	MA0814
19	42244826	+	MA0814
19	42279432	+	MA0814
19	42363955	+	MA0814
19	42388237	-	MA0814
19	42411349	+	MA0814
19	42419535	-	MA0814
19	42433614	-	MA0814
19	42435703	-	MA0814
19	42463698	-	MA0814
19	42527821	-	MA0814
19	42528931	-	MA0814
19	42528932	+	MA0814
19	42557902	+	MA0814
19	42579972	+	MA0814
19	42580343	+	MA0814
19	42617825	-	MA0814
19	42629866	-	MA0814
19	42637299	-	MA0814
19	42637300	+	MA0814
19	42647892	-	MA0814
19	42661084	-	MA0814
19	42666269	-	MA0814
19	42676544	-	MA0814
19	42711163	-	MA0814
19	42719208	-	MA0814
19	42720935	+	MA0814
19	42720989	-	MA0814
19	42720990	+	MA0814
19	42721439	-	MA0814
19	42743774	-	MA0814
19	42747002	+	MA0814
19	42750517	-	MA0814
19	42750774	-	MA0814
19	42756697	-	MA0814
19	42758101	-	MA0814
19	42760210	-	MA0814
19	42760236	+	MA0814
19	42776949	+	MA0814
19	42785503	-	MA0814
19	42787980	-	MA0814
19	42795786	-	MA0814
19	42800218	+	MA0814
19	42806348	-	MA0814
19	42827966	+	MA0814
19	42872647	+	MA0814
19	42873163	-	MA0814
19	42873164	+	MA0814
19	42901705	+	MA0814
19	42905731	+	MA0814
19	42906083	+	MA0814
19	42907082	-	MA0814
19	42914056	+	MA0814
19	42984903	-	MA0814
19	43035791	+	MA0814
19	43044257	+	MA0814
19	43111344	+	MA0814
19	43139610	+	MA0814
19	43159978	+	MA0814
19	43728557	-	MA0814
19	43790445	-	MA0814
19	43959689	-	MA0814
19	43959690	+	MA0814
19	43968433	+	MA0814
19	43969814	-	MA0814
19	44006420	+	MA0814
19	44006431	-	MA0814
19	44037311	-	MA0814
19	44039433	-	MA0814
19	44080567	+	MA0814
19	44100400	-	MA0814
19	44111918	+	MA0814
19	44114228	-	MA0814
19	44139577	-	MA0814
19	44140432	-	MA0814
19	44192310	-	MA0814
19	44235748	-	MA0814
19	44236292	+	MA0814
19	44288766	-	MA0814
19	44289480	-	MA0814
19	44588434	+	MA0814
19	44645961	+	MA0814
19	44645968	+	MA0814
19	44940053	-	MA0814
19	45004372	-	MA0814
19	45037054	+	MA0814
19	45132282	+	MA0814
19	45209717	-	MA0814
19	45218603	-	MA0814
19	45241167	+	MA0814
19	45248632	+	MA0814
19	45248829	+	MA0814
19	45251772	-	MA0814
19	45251803	-	MA0814
19	45274008	+	MA0814
19	45274046	+	MA0814
19	45284158	-	MA0814
19	45316730	-	MA0814
19	45338873	+	MA0814
19	45348124	+	MA0814
19	45349034	+	MA0814
19	45349092	-	MA0814
19	45361307	-	MA0814
19	45388957	+	MA0814
19	45391231	-	MA0814
19	45394160	-	MA0814
19	45394443	-	MA0814
19	45480363	+	MA0814
19	45552526	-	MA0814
19	45561276	-	MA0814
19	45562853	+	MA0814
19	45574628	-	MA0814
19	45596412	+	MA0814
19	45596432	+	MA0814
19	45596466	+	MA0814
19	45596477	-	MA0814
19	45596478	+	MA0814
19	45600804	-	MA0814
19	45606141	-	MA0814
19	45620576	+	MA0814
19	45621149	+	MA0814
19	45621409	-	MA0814
19	45626773	+	MA0814
19	45648607	-	MA0814
19	45649195	-	MA0814
19	45654078	+	MA0814
19	45660261	+	MA0814
19	45665418	-	MA0814
19	45666027	+	MA0814
19	45672306	-	MA0814
19	45676896	-	MA0814
19	45682597	+	MA0814
19	45682835	+	MA0814
19	45706055	+	MA0814
19	45720582	+	MA0814
19	45754361	-	MA0814
19	45775771	+	MA0814
19	45815046	+	MA0814
19	45868190	-	MA0814
19	45872380	+	MA0814
19	45873605	-	MA0814
19	45899686	-	MA0814
19	45907265	-	MA0814
19	45907288	+	MA0814
19	45908415	-	MA0814
19	45908777	-	MA0814
19	45908778	+	MA0814
19	45909938	+	MA0814
19	45927031	-	MA0814
19	45927053	-	MA0814
19	45947720	-	MA0814
19	45970766	+	MA0814
19	45996083	-	MA0814
19	45996084	+	MA0814
19	45999879	-	MA0814
19	46009985	-	MA0814
19	46010024	+	MA0814
19	46011754	-	MA0814
19	46024448	-	MA0814
19	46024479	-	MA0814
19	46026238	+	MA0814
19	46030419	-	MA0814
19	46056876	+	MA0814
19	46056903	+	MA0814
19	46063623	+	MA0814
19	46067486	+	MA0814
19	46071017	-	MA0814
19	46080985	-	MA0814
19	46084282	-	MA0814
19	46142692	-	MA0814
19	46149008	+	MA0814
19	46149412	-	MA0814
19	46181070	-	MA0814
19	46185028	+	MA0814
19	46195125	-	MA0814
19	46195994	+	MA0814
19	46225610	-	MA0814
19	46232972	-	MA0814
19	46234420	+	MA0814
19	46236515	-	MA0814
19	46236901	-	MA0814
19	46236922	+	MA0814
19	46261128	+	MA0814
19	46272490	-	MA0814
19	46282783	+	MA0814
19	46286218	-	MA0814
19	46291561	+	MA0814
19	46302549	+	MA0814
19	46318359	-	MA0814
19	46326246	-	MA0814
19	46330424	-	MA0814
19	46336957	+	MA0814
19	46367482	-	MA0814
19	46380139	-	MA0814
19	46388495	-	MA0814
19	46405838	-	MA0814
19	46406458	-	MA0814
19	46417314	-	MA0814
19	46431243	+	MA0814
19	46476403	-	MA0814
19	46477344	+	MA0814
19	46498703	+	MA0814
19	46519851	-	MA0814
19	46526065	+	MA0814
19	46572057	-	MA0814
19	46572084	-	MA0814
19	46618858	-	MA0814
19	46704824	+	MA0814
19	46707512	+	MA0814
19	46804544	+	MA0814
19	46812329	-	MA0814
19	46858968	-	MA0814
19	46859328	+	MA0814
19	46871713	-	MA0814
19	46911797	-	MA0814
19	46954775	-	MA0814
19	46974565	+	MA0814
19	46992096	+	MA0814
19	46996960	+	MA0814
19	47017001	+	MA0814
19	47038837	+	MA0814
19	47103839	-	MA0814
19	47114472	+	MA0814
19	47120471	+	MA0814
19	47120830	-	MA0814
19	47142819	-	MA0814
19	47142820	+	MA0814
19	47146044	-	MA0814
19	47152012	-	MA0814
19	47152041	-	MA0814
19	47165451	-	MA0814
19	47165452	+	MA0814
19	47181645	-	MA0814
19	47217376	-	MA0814
19	47229381	+	MA0814
19	47249192	-	MA0814
19	47253630	+	MA0814
19	47287958	-	MA0814
19	47290747	+	MA0814
19	47295504	+	MA0814
19	47316350	-	MA0814
19	47316592	-	MA0814
19	47316639	+	MA0814
19	47332574	-	MA0814
19	47343198	+	MA0814
19	47345129	+	MA0814
19	47345183	-	MA0814
19	47359903	+	MA0814
19	47363221	-	MA0814
19	47363960	-	MA0814
19	47394003	+	MA0814
19	47412747	+	MA0814
19	47423843	+	MA0814
19	47448857	+	MA0814
19	47479665	-	MA0814
19	47504808	+	MA0814
19	47507150	-	MA0814
19	47508646	-	MA0814
19	47508653	-	MA0814
19	47508654	+	MA0814
19	47523620	+	MA0814
19	47525015	-	MA0814
19	47525037	+	MA0814
19	47525503	+	MA0814
19	47529601	+	MA0814
19	47545943	-	MA0814
19	47561914	+	MA0814
19	47562087	+	MA0814
19	47562096	-	MA0814
19	47562097	+	MA0814
19	47616404	+	MA0814
19	47616447	+	MA0814
19	47676141	-	MA0814
19	47713979	+	MA0814
19	47714047	-	MA0814
19	47723319	-	MA0814
19	47730427	-	MA0814
19	47733204	-	MA0814
19	47743477	-	MA0814
19	47743754	-	MA0814
19	47746489	-	MA0814
19	47747524	+	MA0814
19	47759835	+	MA0814
19	47759849	-	MA0814
19	47763246	+	MA0814
19	47773014	+	MA0814
19	47777452	+	MA0814
19	47777707	+	MA0814
19	47778073	+	MA0814
19	47835092	+	MA0814
19	47840282	-	MA0814
19	47852434	-	MA0814
19	47881439	-	MA0814
19	47884245	-	MA0814
19	47910574	-	MA0814
19	47917886	+	MA0814
19	47920416	+	MA0814
19	47945753	-	MA0814
19	47949380	+	MA0814
19	47950328	-	MA0814
19	47951128	-	MA0814
19	48003754	-	MA0814
19	48003755	+	MA0814
19	48017962	-	MA0814
19	48017963	+	MA0814
19	48048015	-	MA0814
19	48076526	-	MA0814
19	48103834	-	MA0814
19	48111760	-	MA0814
19	48111761	+	MA0814
19	48113396	+	MA0814
19	48127429	-	MA0814
19	48141473	+	MA0814
19	48141493	-	MA0814
19	48149012	-	MA0814
19	48183273	-	MA0814
19	48216584	-	MA0814
19	48216585	+	MA0814
19	48219915	+	MA0814
19	48220812	-	MA0814
19	48232908	+	MA0814
19	48246661	+	MA0814
19	48282018	-	MA0814
19	48283990	+	MA0814
19	48339496	-	MA0814
19	48342772	-	MA0814
19	48342840	-	MA0814
19	48342841	+	MA0814
19	48361657	-	MA0814
19	48361658	+	MA0814
19	48361675	-	MA0814
19	48565311	-	MA0814
19	48566127	-	MA0814
19	48630664	-	MA0814
19	48630665	+	MA0814
19	48639307	+	MA0814
19	48639650	+	MA0814
19	48667977	+	MA0814
19	48698359	+	MA0814
19	48774648	+	MA0814
19	48867370	-	MA0814
19	48876429	+	MA0814
19	48894050	+	MA0814
19	48894093	-	MA0814
19	48899480	+	MA0814
19	48902010	-	MA0814
19	48904692	+	MA0814
19	48918708	+	MA0814
19	48949479	+	MA0814
19	48955873	+	MA0814
19	48963384	+	MA0814
19	48966871	+	MA0814
19	48972332	-	MA0814
19	48985365	-	MA0814
19	48985826	-	MA0814
19	48991894	-	MA0814
19	48995082	+	MA0814
19	48996285	-	MA0814
19	49014712	-	MA0814
19	49061693	+	MA0814
19	49061701	-	MA0814
19	49064822	-	MA0814
19	49117568	-	MA0814
19	49122860	-	MA0814
19	49131494	-	MA0814
19	49133148	-	MA0814
19	49149848	-	MA0814
19	49164211	-	MA0814
19	49166257	+	MA0814
19	49175327	-	MA0814
19	49217662	+	MA0814
19	49224376	+	MA0814
19	49244904	-	MA0814
19	49260530	-	MA0814
19	49260531	+	MA0814
19	49298747	+	MA0814
19	49314374	-	MA0814
19	49339583	+	MA0814
19	49340611	+	MA0814
19	49362069	+	MA0814
19	49376514	-	MA0814
19	49383500	+	MA0814
19	49403284	+	MA0814
19	49411018	-	MA0814
19	49440521	-	MA0814
19	49458050	+	MA0814
19	49468383	-	MA0814
19	49496101	-	MA0814
19	49497123	-	MA0814
19	49519531	+	MA0814
19	49522850	-	MA0814
19	49568210	+	MA0814
19	49575708	+	MA0814
19	49588548	-	MA0814
19	49588858	-	MA0814
19	49622419	-	MA0814
19	49622426	-	MA0814
19	49622435	-	MA0814
19	49622820	+	MA0814
19	49623918	-	MA0814
19	49652556	-	MA0814
19	49661009	-	MA0814
19	49729371	+	MA0814
19	49775136	+	MA0814
19	49830770	+	MA0814
19	49841107	-	MA0814
19	49841108	+	MA0814
19	49864844	-	MA0814
19	49866412	+	MA0814
19	49916364	+	MA0814
19	49918520	-	MA0814
19	49920520	-	MA0814
19	49924523	-	MA0814
19	49924524	+	MA0814
19	49926519	-	MA0814
19	49926912	+	MA0814
19	49931235	-	MA0814
19	49933674	+	MA0814
19	49939638	-	MA0814
19	49939639	+	MA0814
19	49943552	+	MA0814
19	49944822	+	MA0814
19	49946279	-	MA0814
19	49946285	-	MA0814
19	49950359	+	MA0814
19	49950943	-	MA0814
19	49977545	+	MA0814
19	49991498	+	MA0814
19	49999318	-	MA0814
19	50000704	+	MA0814
19	50016776	+	MA0814
19	50017257	+	MA0814
19	50034182	+	MA0814
19	50036852	-	MA0814
19	50047644	+	MA0814
19	50058216	-	MA0814
19	50063261	-	MA0814
19	50063290	+	MA0814
19	50076486	-	MA0814
19	50076487	+	MA0814
19	50095347	-	MA0814
19	50143390	+	MA0814
19	50145277	-	MA0814
19	50168615	-	MA0814
19	50169138	+	MA0814
19	50180603	+	MA0814
19	50184054	-	MA0814
19	50248276	-	MA0814
19	50249817	+	MA0814
19	50261791	+	MA0814
19	50284732	+	MA0814
19	50296817	+	MA0814
19	50312682	+	MA0814
19	50312723	-	MA0814
19	50312724	+	MA0814
19	50321454	-	MA0814
19	50353675	-	MA0814
19	50363753	-	MA0814
19	50364929	+	MA0814
19	50364934	-	MA0814
19	50371762	+	MA0814
19	50372580	+	MA0814
19	50373000	-	MA0814
19	50373091	-	MA0814
19	50373153	+	MA0814
19	50376132	-	MA0814
19	50379422	+	MA0814
19	50385586	+	MA0814
19	50385598	-	MA0814
19	50393400	-	MA0814
19	50397912	-	MA0814
19	50423864	-	MA0814
19	50423901	-	MA0814
19	50431937	+	MA0814
19	50433226	+	MA0814
19	50433530	+	MA0814
19	50478535	+	MA0814
19	50528751	-	MA0814
19	50554158	+	MA0814
19	50554422	-	MA0814
19	50571529	-	MA0814
19	50651245	+	MA0814
19	50669130	-	MA0814
19	50700808	+	MA0814
19	50706895	-	MA0814
19	50706908	-	MA0814
19	50709843	-	MA0814
19	50726460	+	MA0814
19	50736060	+	MA0814
19	50766605	+	MA0814
19	50796863	+	MA0814
19	50831689	-	MA0814
19	50831690	+	MA0814
19	50831978	-	MA0814
19	50835677	-	MA0814
19	50836811	-	MA0814
19	50871065	-	MA0814
19	50879958	-	MA0814
19	50905100	-	MA0814
19	50905777	+	MA0814
19	50917635	+	MA0814
19	50918702	+	MA0814
19	50921342	+	MA0814
19	50922092	+	MA0814
19	50935553	+	MA0814
19	50936217	+	MA0814
19	50939498	+	MA0814
19	50939659	+	MA0814
19	50984145	+	MA0814
19	50990299	-	MA0814
19	50990300	+	MA0814
19	50990313	+	MA0814
19	51003871	+	MA0814
19	51014779	-	MA0814
19	51033415	-	MA0814
19	51034645	-	MA0814
19	51034660	+	MA0814
19	51039233	-	MA0814
19	51059979	-	MA0814
19	51068543	+	MA0814
19	51068550	+	MA0814
19	51071561	-	MA0814
19	51109421	-	MA0814
19	51130448	-	MA0814
19	51162351	+	MA0814
19	51177422	+	MA0814
19	51221767	-	MA0814
19	51227780	-	MA0814
19	51270800	-	MA0814
19	51297194	+	MA0814
19	51347723	-	MA0814
19	51431183	-	MA0814
19	51522351	-	MA0814
19	51522352	+	MA0814
19	51547844	-	MA0814
19	51555612	+	MA0814
19	51593803	+	MA0814
19	51602180	-	MA0814
19	51602181	+	MA0814
19	51611480	-	MA0814
19	51611755	-	MA0814
19	51761892	-	MA0814
19	51762231	+	MA0814
19	51798333	-	MA0814
19	51814777	-	MA0814
19	51814778	+	MA0814
19	51871120	+	MA0814
19	51897505	+	MA0814
19	51925395	-	MA0814
19	51986170	+	MA0814
19	52029160	-	MA0814
19	52033477	-	MA0814
19	52033478	+	MA0814
19	52044960	-	MA0814
19	52056601	-	MA0814
19	52192413	-	MA0814
19	52193173	+	MA0814
19	52194095	-	MA0814
19	52207339	+	MA0814
19	52207593	-	MA0814
19	52216712	-	MA0814
19	52227976	+	MA0814
19	52292379	-	MA0814
19	52406422	-	MA0814
19	52430698	-	MA0814
19	52511445	+	MA0814
19	52527096	-	MA0814
19	52588939	+	MA0814
19	52642620	+	MA0814
19	52674821	+	MA0814
19	52679793	-	MA0814
19	52679794	+	MA0814
19	52692930	-	MA0814
19	52850350	-	MA0814
19	52932702	-	MA0814
19	53031334	-	MA0814
19	53039262	+	MA0814
19	53073010	-	MA0814
19	53073018	-	MA0814
19	53073763	+	MA0814
19	53145050	-	MA0814
19	53145051	+	MA0814
19	53194167	+	MA0814
19	53237628	+	MA0814
19	53237659	-	MA0814
19	53237681	-	MA0814
19	53237884	+	MA0814
19	53238385	+	MA0814
19	53366188	+	MA0814
19	53400222	-	MA0814
19	53400631	+	MA0814
19	53401526	+	MA0814
19	53401545	-	MA0814
19	53426442	-	MA0814
19	53427703	+	MA0814
19	53445490	-	MA0814
19	53465833	+	MA0814
19	53511571	-	MA0814
19	53511572	+	MA0814
19	53540668	-	MA0814
19	53561764	+	MA0814
19	53594752	-	MA0814
19	53594785	+	MA0814
19	53601154	-	MA0814
19	53652944	+	MA0814
19	53794208	-	MA0814
19	53868443	-	MA0814
19	53898443	-	MA0814
19	54040842	+	MA0814
19	54041423	+	MA0814
19	54057216	+	MA0814
19	54109765	-	MA0814
19	54161320	-	MA0814
19	54161321	+	MA0814
19	54371195	+	MA0814
19	54372406	+	MA0814
19	54385501	-	MA0814
19	54393215	-	MA0814
19	54398165	-	MA0814
19	54400303	+	MA0814
19	54460869	-	MA0814
19	54467790	-	MA0814
19	54485395	+	MA0814
19	54517226	+	MA0814
19	54599223	+	MA0814
19	54631989	-	MA0814
19	54641212	+	MA0814
19	54712210	-	MA0814
19	54928096	+	MA0814
19	54931726	+	MA0814
19	54941944	+	MA0814
19	54974543	-	MA0814
19	54974555	-	MA0814
19	54974579	-	MA0814
19	54975881	-	MA0814
19	54975882	+	MA0814
19	55591642	-	MA0814
19	55594929	+	MA0814
19	55594959	+	MA0814
19	55594995	-	MA0814
19	55601252	+	MA0814
19	55605921	+	MA0814
19	55627971	+	MA0814
19	55629266	+	MA0814
19	55670483	+	MA0814
19	55685090	+	MA0814
19	55686420	-	MA0814
19	55686445	+	MA0814
19	55691523	+	MA0814
19	55700913	-	MA0814
19	55724045	+	MA0814
19	55750466	-	MA0814
19	55758507	-	MA0814
19	55758516	-	MA0814
19	55761441	+	MA0814
19	55761838	+	MA0814
19	55761877	-	MA0814
19	55765385	+	MA0814
19	55769299	+	MA0814
19	55788604	-	MA0814
19	55795972	+	MA0814
19	55816105	-	MA0814
19	55851290	+	MA0814
19	55853445	+	MA0814
19	55858441	-	MA0814
19	55874979	+	MA0814
19	55880664	+	MA0814
19	55880700	-	MA0814
19	55884135	-	MA0814
19	55887999	+	MA0814
19	55895306	-	MA0814
19	55897311	-	MA0814
19	55945042	-	MA0814
19	55945083	-	MA0814
19	55953434	+	MA0814
19	55953588	+	MA0814
19	55953787	-	MA0814
19	55979270	-	MA0814
19	55979317	-	MA0814
19	55982727	+	MA0814
19	55982757	+	MA0814
19	55983264	-	MA0814
19	55986292	+	MA0814
19	55989790	+	MA0814
19	55995674	-	MA0814
19	56008481	-	MA0814
19	56037754	+	MA0814
19	56037825	+	MA0814
19	56041171	-	MA0814
19	56048365	-	MA0814
19	56090205	+	MA0814
19	56092354	+	MA0814
19	56104448	+	MA0814
19	56113791	+	MA0814
19	56116931	-	MA0814
19	56117785	-	MA0814
19	56126953	-	MA0814
19	56135878	-	MA0814
19	56146266	-	MA0814
19	56152237	+	MA0814
19	56152267	-	MA0814
19	56154239	+	MA0814
19	56154247	-	MA0814
19	56154248	+	MA0814
19	56166364	+	MA0814
19	56166390	+	MA0814
19	56170344	-	MA0814
19	56181239	-	MA0814
19	56200271	+	MA0814
19	56215288	-	MA0814
19	56215289	+	MA0814
19	56234761	+	MA0814
19	56248699	-	MA0814
19	56320928	-	MA0814
19	56467371	+	MA0814
19	56543852	-	MA0814
19	56578222	+	MA0814
19	56578297	+	MA0814
19	56598086	-	MA0814
19	56603348	+	MA0814
19	56632812	-	MA0814
19	56632813	+	MA0814
19	56645694	-	MA0814
19	56665003	-	MA0814
19	56825955	-	MA0814
19	56826757	+	MA0814
19	56915707	+	MA0814
19	57050379	-	MA0814
19	57079131	+	MA0814
19	57174842	-	MA0814
19	57183313	+	MA0814
19	57610761	-	MA0814
19	57703724	+	MA0814
19	57791236	-	MA0814
19	57829024	+	MA0814
19	57885738	+	MA0814
19	57901888	+	MA0814
19	57984301	-	MA0814
19	57989093	+	MA0814
19	57999136	-	MA0814
19	57999173	+	MA0814
19	58011313	+	MA0814
19	58090197	+	MA0814
19	58125540	+	MA0814
19	58239028	-	MA0814
19	58258444	+	MA0814
19	58258456	-	MA0814
19	58281140	-	MA0814
19	58287601	-	MA0814
19	58310675	+	MA0814
19	58312218	+	MA0814
19	58325458	+	MA0814
19	58400570	+	MA0814
19	58427630	-	MA0814
19	58458131	+	MA0814
19	58458697	-	MA0814
19	58513972	+	MA0814
19	58545259	+	MA0814
19	58549405	+	MA0814
19	58549412	+	MA0814
19	58552748	+	MA0814
19	58554408	-	MA0814
19	58554444	+	MA0814
19	58666547	+	MA0814
19	58693381	+	MA0814
19	58694722	-	MA0814
19	58694774	-	MA0814
19	58753452	-	MA0814
19	58850821	+	MA0814
19	58859155	-	MA0814
19	58859207	-	MA0814
19	58861919	-	MA0814
19	58873474	-	MA0814
19	58874366	+	MA0814
19	58884917	+	MA0814
19	58892183	-	MA0814
19	58898624	+	MA0814
19	58908312	+	MA0814
19	58920174	-	MA0814
19	58920175	+	MA0814
19	58951690	-	MA0814
19	58951735	-	MA0814
19	58964175	+	MA0814
19	58978249	+	MA0814
19	58978767	+	MA0814
19	58984609	-	MA0814
19	58984610	+	MA0814
19	59010873	+	MA0814
19	59011843	-	MA0814
19	59025484	-	MA0814
19	59025485	+	MA0814
19	59037233	-	MA0814
19	59055754	+	MA0814
19	59056110	-	MA0814
19	59056173	-	MA0814
19	59074620	-	MA0814
19	59084329	-	MA0814
19	59084945	+	MA0814
19	797176	+	MA0829
19	797176	-	MA0829
19	843977	-	MA0829
19	907505	+	MA0829
19	1383941	-	MA0829
19	1853566	+	MA0829
19	1853566	-	MA0829
19	1940781	-	MA0829
19	2082449	-	MA0829
19	2154694	+	MA0829
