chr	tss	strand	gene
11	66059341	+	TMEM151A
11	66084515	-	CD248
11	66104311	-	RIN1
11	66112596	-	BRMS1
11	66115163	-	B3GNT1
11	66115421	+	RP11-867G23.8
11	66139685	-	SLC29A2
11	66188475	+	NPAS4
11	66234209	-	MRPL11
11	66234216	+	PELI3
11	66247484	+	DPP3
11	66276550	+	CTD-3074O7.11
11	66278077	+	BBS1
11	66313709	-	ZDHHC24
11	66336312	-	CTSF
11	66360554	-	CCDC87
11	66360292	+	CCS
11	66384053	+	RBM14
11	66384097	+	RBM4
11	66384097	+	RBM14-RBM4
11	66445392	-	RBM4B
11	66496697	-	SPTBN2
11	66511922	+	C11orf80
11	66610306	+	RCE1
11	66725847	-	PC
11	66624118	+	LRFN4
11	66742748	+	C11orf86
11	66774249	+	SYT12
11	66824289	+	RHOD
11	66886740	+	KDM2A
11	66964638	-	AP001885.1
11	67033881	+	ADRBK1
11	67056018	+	ANKRD13D
11	67070919	+	SSH3
11	67124443	-	POLD4
11	67141648	-	CLCF1
11	67159176	+	RAD9A
11	67188654	-	PPP1CA
11	67171386	+	TBC1D10C
11	67182439	+	CARNS1
11	67195931	+	RPS6KB2
11	67205538	-	PTPRCAP
11	67211292	-	CORO1B
11	67220200	-	GPR152
11	67219877	+	CABP4
11	67236743	-	TMEM134
11	67250512	+	AIP
11	67273734	-	PITPNM1
11	67276120	-	CDK2AP2
11	67290899	-	CABP2
11	67351066	+	GSTP1
11	67374177	-	C11orf72
11	67374323	+	NDUFV1
11	67397401	-	NUDT8
11	67407031	-	TBX10
11	67418130	-	ACY3
11	67448671	-	ALDH3B2
11	67772452	-	UNC93B1
11	67776048	+	ALDH3B1
11	67798084	+	NDUFS8
11	67806483	+	TCIRG1
11	67888911	-	CHKA
11	67981295	-	SUV420H1
11	68039469	-	C11orf24
11	68080077	+	LRP5
11	68228186	+	PPP6R3
11	68451247	+	GAL
11	68519032	-	MTL5
11	68611878	-	CPT1A
11	68671303	-	MRPL21
11	68671310	+	IGHMBP2
11	68748455	-	MRGPRD
11	68780877	-	MRGPRF
11	68816365	+	TPCN2
11	69061605	+	MYEOV
11	69455855	+	CCND1
11	69490184	-	ORAOV1
11	69519410	-	FGF19
11	69587718	-	AP001888.1
11	69590171	-	FGF4
11	69633792	-	FGF3
11	69924408	+	ANO1
11	70049269	+	FADD
11	70116806	+	PPFIA1
11	70244510	+	CTTN
11	70963623	-	SHANK2
11	71163914	-	DHCR7
11	71164155	+	NADSYN1
11	71238313	+	KRTAP5-7
11	71249071	+	KRTAP5-8
11	71259466	+	KRTAP5-9
11	71276609	+	KRTAP5-10
11	71314399	-	KRTAP5-11
11	71318487	-	AP000867.1
11	71498556	+	FAM86C1
11	71544246	+	DEFB108B
11	71639700	-	RP11-849H4.2
11	71639747	+	RNF121
11	71709587	+	IL18BP
11	71791739	-	NUMA1
11	71791382	+	LRTOMT
11	71814433	-	LAMTOR1
11	71823826	-	ANAPC15
11	71825915	+	FOLR3
11	71900602	+	FOLR1
11	71927645	+	FOLR2
11	71934745	+	INPPL1
11	71956708	-	PHOX2A
11	72145692	-	CLPB
11	72385635	-	PDE2A
11	72504644	-	ARAP1
11	72504726	-	STARD10
11	72525353	+	ATG16L2
11	72853306	-	FCHSD2
11	72929343	+	P2RY2
11	72975550	+	P2RY6
11	73019334	+	ARHGEF17
11	73087309	+	RELT
11	73309234	-	FAM168A
11	73357223	+	PLEKHB1
11	73472182	-	RAB6A
11	73498361	+	MRPL48
11	73588033	-	COA4
11	73587744	+	PAAF1
11	73661364	+	DNAJB13
11	73694352	-	UCP2
11	73720480	-	UCP3
11	73882255	-	C2CD3
11	73882144	+	PPME1
11	74022702	-	P4HA3
11	74109518	-	PGM2L1
11	74178774	-	KCNE3
11	74204778	-	LIPT2
11	74204896	+	POLD3
11	74442430	-	CHRDL2
11	74459913	+	RNF169
11	74660245	-	XRRA1
11	74660292	+	SPCS2
11	74699179	+	NEU3
11	74800799	-	OR2AT4
11	74811608	+	SLCO2B1
11	74951950	+	TPBGL
11	75062873	-	ARRB1
11	75110530	+	RPS3
11	75141674	-	KLHL35
11	75236948	-	GDPD5
11	75273101	+	SERPINH1
11	75380165	-	MAP6
11	75428864	+	MOGAT2
11	75470557	+	DGAT2
11	75526212	+	UVRAG
11	75921780	-	WNT11
11	76092015	-	PRKRIR
11	76092357	+	RP11-111M22.2
11	76155967	+	C11orf30
11	76381791	-	LRRC32
11	76493295	+	TSKU
11	76571911	+	ACER3
11	76745385	+	B3GNT6
11	76777979	+	CAPN5
11	76813886	+	OMP
11	76839310	+	MYO7A
11	77012732	-	GDPD4
11	77185680	-	PAK1
11	77184416	+	DKFZP434E1119
11	77348850	-	CLNS1A
11	77300436	+	AQP11
11	77532063	-	RSF1
11	77532155	+	AAMDC
11	77705724	-	INTS4
11	77757237	-	KCTD14
11	77790911	-	NDUFC2-KCTD14
11	77774907	+	THRSP
11	77791265	-	NDUFC2
11	77850706	-	ALG8
11	77899868	-	KCTD21
11	77899858	+	USP35
11	78129394	-	GAB2
11	78285919	-	NARS2
11	79151992	-	TENM4
11	82444906	-	FAM181B
11	82681626	-	PRCP
11	82611017	+	C11orf82
11	82782965	-	RAB30
11	82868030	+	PCF11
11	82904781	+	ANKRD42
11	82997450	-	CCDC90B
11	85338966	-	DLG2
11	85339629	+	TMEM126B
11	85359011	+	TMEM126A
11	85393951	-	CREBZF
11	85397320	-	CCDC89
11	85522184	-	SYTL2
11	85565986	-	AP000974.1
11	85566144	+	CCDC83
11	85780924	-	PICALM
11	85955586	+	EED
11	86013253	+	C11orf73
11	86085778	+	CCDC81
11	86383678	-	ME3
11	86502101	+	PRSS23
11	86666433	-	FZD4
11	86748886	+	TMEM135
11	87908635	-	RAB38
11	88070955	-	CTSC
11	88799113	-	GRM5
11	88910620	+	TYR
11	89322779	-	NOX4
11	89443467	+	TRIM77
11	89541743	-	TRIM49
11	89609185	-	TRIM64B
11	89654935	-	TRIM49D1
11	89764274	+	TRIM49C
11	89864683	+	NAALAD2
11	89956532	-	CHORDC1
11	92085262	+	FAT3
11	92702886	+	MTNR1B
11	92931130	-	SLC36A4
11	93063137	+	CCDC67
11	93276674	-	SMCO4
11	93394805	+	KIAA1731
11	93517557	-	TAF1D
11	93474757	+	C11orf54
11	93517393	+	MED17
11	93583697	-	VSTM5
11	93754527	+	HEPHL1
11	93862094	+	PANX1
11	94038759	+	FOLR4
11	94134585	-	GPR83
11	94227074	-	MRE11A
11	94226795	+	ANKRD49
11	94277006	+	PIWIL4
11	94277017	+	FUT4
11	94439597	+	AMOTL1
11	94706776	-	CWC15
11	94706845	+	KDM4D
11	94758422	+	KDM4E
11	94822974	+	ENDOD1
11	94965705	-	SESN3
11	95523573	-	FAM76B
11	95523129	+	CEP57
11	95658479	-	MTMR2
11	96076344	-	MAML2
11	96123087	-	CCDC82
11	96123153	+	JRKL
11	98891683	+	CNTN5
11	100558384	+	ARHGAP42
11	100862811	+	TMEM133
11	101001255	-	PGR
11	101743293	-	TRPC6
11	101787253	-	ANGPTL5
11	101785746	+	KIAA1377
11	101918174	+	C11orf70
11	101981192	+	YAP1
11	102188215	+	BIRC3
11	102217942	+	BIRC2
11	102341115	-	TMEM123
11	102337986	+	RP11-315O6.2
11	102401484	-	MMP7
11	102496063	-	MMP20
11	102552041	+	RP11-817J15.3
11	102576537	-	MMP27
11	102597781	-	MMP8
11	102651359	-	MMP10
11	102668891	-	MMP1
11	102714534	-	MMP3
11	102826463	-	MMP13
11	102962944	-	DCUN1D5
11	102980160	+	DYNC2H1
11	104035107	-	PDGFD
11	103907308	+	DDI1
11	104769397	-	CASP12
11	104840163	-	CASP4
11	104893895	-	CASP5
11	104972158	-	CASP1
11	104972158	-	CARD16
11	104972158	-	CARD17
11	105010453	-	CARD18
11	105480721	+	GRIA4
11	105893130	-	MSANTD4
11	105948492	-	KBTBD3
11	105946228	+	AASDHPPT
11	106889250	-	GUCY1A2
11	107328572	-	CWF19L2
11	107436472	-	ALKBH8
11	107461817	+	ELMOD1
11	107462471	+	AP000889.3
11	107590419	-	SLN
11	107582998	+	AP002353.1
11	107643129	+	AP001024.2
11	107650219	+	AP001024.1
11	107799019	-	SLC35F2
11	107799229	+	RAB39A
11	107879459	+	CUL5
11	107992243	+	ACAT1
11	108093369	-	NPAT
11	108093211	+	ATM
11	108136480	-	AP001925.1
11	108338258	-	C11orf65
11	108369159	-	KDELC2
11	108464465	-	EXPH5
11	108535752	+	DDX10
11	109292846	+	C11orf87
11	109964087	+	ZC3H12C
11	110167447	-	RDX
11	110300607	+	FDX1
11	110583912	-	ARHGAP20
11	111126707	+	C11orf53
11	111175770	-	COLCA1
11	111169565	+	COLCA2
11	111326355	-	POU2AF1
11	111322064	+	RP11-794P6.2
11	111383079	-	BTG4
11	111385510	+	C11orf88
11	111411005	+	LAYN
11	111473115	+	SIK2
11	111637151	-	PPP2R1B
11	111742305	-	ALG9
11	111750149	-	ALG9
11	111751967	-	FDXACB1
11	111749659	+	C11orf1
11	111794446	-	CRYAB
11	111782966	+	HSPB2
11	111783460	+	HSPB2-C11orf52
11	111788756	+	C11orf52
11	111797868	+	DIXDC1
11	111895538	+	DLAT
11	111944998	-	PIH1D2
11	111944810	+	C11orf57
11	111957522	-	TIMM8B
11	111957497	+	SDHD
11	111957627	+	SDHD
11	112034840	-	IL18
11	112038095	+	TEX12
11	112041253	+	AP002884.3
11	112046190	+	BCO2
11	112097088	+	PTS
11	112131583	-	PLET1
11	112130988	+	AP002884.2
11	112831997	+	NCAM1
11	113185251	+	TTC12
11	113258513	+	ANKK1
11	113346413	-	DRD2
11	113577095	-	TMPRSS5
11	113644533	-	ZW10
11	113650469	+	CLDN25
11	113746292	-	USP28
11	113775399	+	HTR3B
11	113845603	+	HTR3A
11	113930315	+	ZBTB16
11	114128509	+	NNMT
11	114271139	-	C11orf71
11	114270752	+	RBM7
11	114271404	+	RP11-212D19.4
11	114310108	+	REXO2
11	114430617	-	NXPE1
11	114466484	-	NXPE4
11	114549108	+	NXPE2
11	115375675	-	CADM1
11	116643704	-	BUD13
11	116658766	-	ZNF259
11	116663136	-	APOA5
11	116694022	-	APOA4
11	116700422	+	APOC3
11	116708666	-	APOA1
11	116969153	-	SIK3
11	117014983	+	PAFAH1B2
11	117049449	+	SIDT2
11	117070037	+	TAGLN
11	117103241	-	PCSK7
11	117103341	+	RNF214
11	117186975	-	BACE1
11	117185273	+	CEP164
11	117688240	-	DSCAML1
11	117699413	-	FXYD2
11	117747382	-	FXYD6-FXYD2
11	117748201	-	FXYD6
11	117800174	-	TMPRSS13
11	117857063	+	IL10RA
11	117947753	+	TMPRSS4
11	118023603	-	SCN4B
11	118047388	-	SCN2B
11	118095809	-	AMICA1
11	118123065	-	MPZL3
11	118135251	-	MPZL2
11	118175260	+	CD3E
11	118213459	-	CD3D
11	118215059	+	CD3G
11	118230300	+	UBE4A
11	118272610	-	RP11-770J1.5
11	118271869	+	ATP5L
11	118305921	-	RP11-770J1.4
11	118307205	+	KMT2A
11	118398187	+	TTC36
11	118401756	+	TMEM25
11	118443685	-	IFT46
11	118443105	+	ARCN1
11	118477155	+	PHLDB1
11	118550399	-	TREH
11	118661858	-	DDX6
11	118754475	+	CXCR5
11	118796317	-	BCL9L
11	118795873	+	UPK2
11	118842417	+	FOXR1
11	118868852	+	CCDC84
11	118889401	-	RPS25
11	118889142	+	TRAPPC4
11	118901616	-	SLC37A4
11	118927913	-	HYOU1
11	118938403	+	VPS11
11	118955576	+	HMBS
11	118966177	-	H2AFX
11	118979041	-	DPAGT1
11	118972908	+	C2CD2L
11	118992297	+	HINFP
11	119019722	+	ABCG4
11	119027930	-	AP002956.1
11	119037277	+	NLRX1
11	119056166	+	PDZD3
11	119067479	-	CCDC153
11	119076752	+	CBL
11	119192231	-	MCAM
11	119205237	+	RNF26
11	119217383	-	C1QTNF5
11	119217383	-	MFRP
11	119217368	-	MFRP
11	119252436	-	USP2
11	119295695	-	THY1
11	119599794	-	PVRL1
11	120056237	-	TRIM29
11	120039685	+	AP000679.2
11	120081475	+	OAF
11	120107349	+	POU2F3
11	120195838	+	TMEM136
11	120207787	+	ARHGEF12
11	120330047	-	AP000758.1
11	120382468	+	GRIK4
11	120382511	+	AP002348.1
11	120894781	+	TBCEL
11	120971882	+	TECTA
11	121163162	+	SC5D
11	121322912	+	SORL1
11	121986923	-	BLID
11	122526383	+	UBASH3B
11	122709208	+	CRTAM
11	122753391	+	C11orf63
11	122852428	-	BSX
11	122933938	-	HSPA8
11	123065989	-	CLMP
11	123301058	+	AP000783.1
11	123396344	+	GRAMD1B
11	123525952	-	SCN3B
11	123612383	-	ZNF202
11	123625253	-	OR6X1
11	123677095	-	OR6M1
11	123756349	-	TMEM225
11	123777109	+	OR8D4
11	123810250	+	OR4D5
11	123814580	-	OR6T1
11	123848488	-	OR10S1
11	123865868	-	OR10G6
11	123886282	+	OR10G4
11	123893720	+	OR10G9
11	123900297	+	OR10G8
11	123909717	-	OR10G7
11	123986069	+	VWA5A
11	124055923	+	OR10D3
11	124134723	+	OR8G5
11	124180733	-	OR8D1
11	124190184	-	OR8D2
11	124253258	-	OR8B2
11	124267264	-	OR8B3
11	124294789	-	OR8B4
11	124311054	-	OR8B8
11	124413575	-	OR8B12
11	124439893	+	OR8A1
11	124481386	+	PANX3
11	124492732	+	TBRG1
11	124565603	-	SIAE
11	124543694	+	SPA17
11	124609742	+	NRGN
11	124622134	-	VSIG2
11	124632186	-	ESAM
11	124670569	-	MSANTD2
11	124735282	+	ROBO3
11	124768396	-	ROBO4
11	124761200	+	RP11-664I21.6
11	124806308	-	HEPACAM
11	124789146	+	HEPN1
11	124824017	+	CCDC15
11	124932963	+	SLC37A2
11	124981659	-	TMEM218
11	125034583	+	PKNOX2
11	125366213	-	FEZ1
11	125365110	+	AP000708.1
11	125439112	+	EI24
11	125461607	+	STT3A
11	125495036	+	CHEK1
11	125551018	-	ACRV1
11	125616188	+	PATE1
11	125648714	-	PATE2
11	125658006	+	PATE3
11	125703211	+	PATE4
11	125753509	+	HYLS1
11	125773116	-	PUS3
11	125773271	+	DDX25
11	125933230	-	CDON
11	126081587	-	RPUSD4
11	126081309	+	FAM118B
11	126139039	-	SRPR
11	126138950	+	FOXRED1
11	126152960	+	TIRAP
11	126174213	-	RP11-712L6.5
11	126173647	+	DCPS
11	126225535	+	ST3GAL4
11	126873355	-	KIRREL3
11	128457453	-	ETS1
11	128556430	+	FLI1
11	128737268	-	KCNJ1
11	128761251	+	KCNJ5
11	128775930	-	C11orf45
11	128813040	-	TP53AIP1
11	129149219	-	ARHGAP32
11	129245835	+	BARX2
11	129685714	+	TMEM45B
11	129765485	-	NFRKB
11	129872730	-	PRDM10
11	129936836	+	AP003041.2
11	129939732	+	APLP2
11	130029457	+	ST14
11	130184581	-	ZBTB44
11	130298888	-	ADAMTS8
11	130318869	+	ADAMTS15
11	130542851	+	C11orf44
11	130786404	-	SNX19
11	131240373	+	NTM
11	133402414	-	OPCML
11	133715433	-	SPATA19
11	133826880	-	IGSF9B
11	133938820	+	JAM3
11	134095348	-	NCAPD3
11	134094539	+	VPS26B
11	134123264	-	THYN1
11	134123389	+	ACAD8
11	134144139	+	GLB1L3
11	134201768	+	GLB1L2
11	134281812	-	B3GAT1
11	134855246	+	AP003062.1
12	147052	+	AC026369.1
12	175931	+	IQSEC3
12	323736	-	SLC6A12
12	372039	-	SLC6A13
12	498620	-	KDM5A
12	498439	+	CCDC77
12	569530	+	B4GALNT3
12	772945	-	NINJ2
12	861759	+	WNK1
12	1099219	-	RAD52
12	1099675	+	ERC1
12	1639057	+	WNT5B
12	1703331	-	FBXL14
12	1797740	+	ADIPOR2
12	2028002	-	CACNA2D4
12	1929433	+	LRTM2
12	2113701	-	DCP1B
12	2079952	+	CACNA1C
12	2904119	+	FKBP4
12	2921788	+	ITFG2
12	2944710	-	NRIP2
12	2966213	-	AC005841.1
12	2986206	-	FOXM1
12	2985424	+	RHNO1
12	2986389	+	TULP3
12	3068496	+	TEAD4
12	3186521	+	TSPAN9
12	3490515	+	PRMT8
12	3873985	-	EFCAB4B
12	3982608	-	PARP11
12	4382938	+	CCND2
12	4430371	+	C12orf5
12	4488894	-	FGF23
12	4554780	-	FGF6
12	4647674	-	C12orf4
12	4647950	+	RAD51AP1
12	4671370	+	DYRK4
12	4714110	+	RP11-500M8.7
12	4758213	-	AKAP3
12	4758261	+	NDUFA9
12	4766800	+	RP11-234B24.6
12	4829507	+	GALNT8
12	4918342	+	KCNA6
12	5019071	+	KCNA1
12	5153085	+	KCNA5
12	5541278	+	NTF3
12	6055398	-	ANO2
12	6233936	-	VWF
12	6308881	+	CD9
12	6419602	+	PLEKHG6
12	6451280	-	TNFRSF1A
12	6486896	-	SCNN1A
12	6484211	+	LTBR
12	6554033	+	CD27
12	6560856	+	TAPBPL
12	6580153	-	VAMP1
12	6603007	-	MRPL51
12	6602522	+	NCAPD2
12	6643093	+	GAPDH
12	6665239	-	IFFO1
12	6677857	-	NOP2
12	6716642	-	CHD4
12	6745613	-	LPAR5
12	6756626	-	ACRBP
12	6772314	-	ING4
12	6798738	-	ZNF384
12	6809966	-	PIANP
12	6832907	+	COPS7A
12	6876641	-	MLF2
12	6874682	+	PTMS
12	6881678	+	LAG3
12	6896024	+	CD4
12	6930711	+	GPR162
12	6949118	+	GNB3
12	6961230	-	CDCA3
12	6961292	+	USP5
12	6976283	+	TPI1
12	6998522	-	SPSB2
12	6982733	+	LRRC23
12	7022909	+	ENO2
12	7033626	+	ATN1
12	7052141	+	C12orf57
12	7055631	+	PTPN6
12	7072408	+	EMG1
12	7079988	-	PHB2
12	7125814	-	LPCAT3
12	7096351	+	C1S
12	7245203	-	C1R
12	7261869	-	C1RL
12	7281538	-	RBP5
12	7282294	+	CLSTN3
12	7341281	+	PEX5
12	7456880	+	ACSM4
12	7632493	-	CD163L1
12	7656489	-	CD163
12	7818499	-	APOBEC1
12	7848372	-	GDF3
12	7864050	+	DPPA3
12	7904201	-	CLEC4C
12	7917812	+	NANOGNB
12	7940390	+	NANOG
12	8043744	-	SLC2A14
12	8088871	-	SLC2A3
12	8185299	+	FOXJ2
12	8219067	-	C3AR1
12	8234807	+	NECAP1
12	8276228	+	CLEC4A
12	8290733	+	ZNF705A
12	8380214	-	FAM90A1
12	8608522	+	CLEC6A
12	8662071	+	CLEC4D
12	8693559	-	CLEC4E
12	8765467	-	AICDA
12	8815484	-	MFAP5
12	8834196	+	RIMKLB
12	8975068	+	A2ML1
12	9066492	+	PHC1
12	9102551	-	M6PR
12	9102640	+	KLRG1
12	9268825	-	A2M
12	9360966	-	PZP
12	9760482	-	KLRB1
12	9817565	+	CLEC2D
12	9885895	-	CLECL1
12	9913497	-	CD69
12	9980077	+	KLRF1
12	10022735	-	CLEC2B
12	10034088	+	KLRF2
12	10084980	-	CLEC2A
12	10103915	+	CLEC12A
12	10166023	-	CLEC1B
12	10163226	+	CLEC12B
12	10183276	+	CLEC9A
12	10264226	-	CLEC1A
12	10282857	-	CLEC7A
12	10324737	-	OLR1
12	10323141	+	TMEM52B
12	10365057	+	GABARAPL1
12	10378657	+	KLRD1
12	10562745	-	KLRC4-KLRK1
12	10544473	-	KLRK1
12	10562356	-	KLRC4
12	10588600	-	NKG2-E
12	10573194	-	KLRC3
12	10594899	-	KLRC2
12	10607284	-	KLRC1
12	10658201	+	EIF2S3L
12	10766222	-	MAGOHB
12	10826917	-	STYK1
12	10875911	-	YBX3
12	10955226	-	TAS2R7
12	10959892	-	TAS2R8
12	10962767	-	TAS2R9
12	11324212	-	PRR4
12	10978957	-	TAS2R10
12	11036854	-	PRH1
12	11062161	-	TAS2R13
12	11081835	+	PRH2
12	11324172	-	TAS2R14
12	11139511	-	TAS2R50
12	11150474	-	TAS2R20
12	11175219	-	TAS2R19
12	11184006	-	TAS2R31
12	11187087	+	AC018630.1
12	11214893	-	TAS2R46
12	11244912	-	TAS2R43
12	11287243	-	TAS2R30
12	11339543	-	TAS2R42
12	11422739	-	PRB3
12	11463369	-	PRB4
12	11548500	-	PRB1
12	11653975	-	PRB2
12	11802788	+	ETV6
12	12202778	+	BCL2L14
12	12419946	-	LRP6
12	12503475	-	MANSC1
12	12510001	-	LOH12CR2
12	12510013	+	LOH12CR1
12	12715317	-	DUSP16
12	12764761	+	CREBL2
12	12849141	-	GPR19
12	12867992	+	CDKN1B
12	12878851	+	APOLD1
12	12966250	+	DDX47
12	13043716	+	GPRC5A
12	13105081	-	GPRC5D
12	13153207	-	HEBP1
12	13197218	+	KIAA1467
12	13256619	-	GSG1
12	13349650	+	EMP1
12	13540101	-	C12orf36
12	14133053	-	GRIN2B
12	14518610	+	ATF7IP
12	14721283	-	PLBD1
12	14849519	-	GUCY2C
12	14924065	-	HIST4H4
12	14927270	+	H2AFJ
12	14956474	-	WBP11
12	14956506	+	C12orf60
12	14967116	-	SMCO3
12	14996429	-	ART4
12	15038860	-	MGP
12	15092016	-	ERP27
12	15114662	-	ARHGDIB
12	15125956	+	PDE6H
12	15501609	-	RERG
12	15475331	+	PTPRO
12	16035263	-	EPS8
12	16035325	+	STRAP
12	16064106	+	DERA
12	16430619	-	SLC15A5
12	16500076	+	MGST1
12	16763528	-	LMO3
12	18473041	-	RERGL
12	18400548	+	PIK3C2G
12	18890991	-	PLCZ1
12	18891045	+	CAPZA3
12	19282648	+	PLEKHA5
12	19556979	+	AEBP2
12	20522179	+	PDE3A
12	20848289	+	SLCO1C1
12	20963636	+	SLCO1B3
12	20968608	+	LST3
12	20968673	+	SLCO1B7
12	21200113	+	RP11-125O5.2
12	21284136	+	SLCO1B1
12	21572528	-	SLCO1A2
12	21507893	+	IAPP
12	21590549	+	PYROXD1
12	21654603	-	RECQL
12	21654715	+	GOLT1B
12	21679241	+	C12orf39
12	21757781	-	GYS2
12	21910791	-	LDHB
12	21928515	-	KCNJ8
12	22094336	-	ABCC9
12	22199108	+	CMAS
12	22589975	-	ST8SIA1
12	22697480	-	C2CD5
12	22778009	+	ETNK1
12	24103966	-	SOX5
12	25102393	-	BCAT1
12	25055243	+	AC026310.1
12	25150453	-	C12orf77
12	25173936	+	LRMP
12	25348096	-	CASC1
12	25348150	+	LYRM5
12	25403870	-	KRAS
12	25381515	+	AC087239.1
12	25801513	-	IFLTD1
12	26111962	+	RASSF8
12	26278060	-	BHLHE41
12	26274924	+	SSPN
12	26986131	-	ITPR2
12	27091259	-	ASUN
12	27091316	+	FGFR1OP2
12	27167367	-	TM7SF3
12	27175479	+	MED21
12	27235447	-	C12orf71
12	27396901	+	STK38L
12	27485787	+	ARNTL2
12	27619743	+	SMCO2
12	27676364	+	PPFIBP1
12	27849428	+	REP15
12	27863706	+	MRPS35
12	27924209	-	MANSC4
12	27932953	+	KLHL42
12	28125638	-	PTHLH
12	28286182	+	CCDC91
12	29302036	+	FAR2
12	29534122	-	ERGIC2
12	29542227	+	OVCH1-AS1
12	29650619	-	OVCH1
12	29937692	-	TMTC1
12	30848920	-	IPO8
12	30907885	-	CAPRIN2
12	31079362	+	TSPAN11
12	31226779	+	DDX11
12	31479992	-	FAM60A
12	31477250	+	AC024940.1
12	31744031	-	DENND5B
12	31800094	+	METTL20
12	31882108	-	AMN1
12	31945175	-	H3F3C
12	32112304	+	KIAA1551
12	32259769	+	BICD1
12	32552463	+	FGD4
12	32832134	+	DNM1L
12	32908836	-	YARS2
12	33049774	-	PKP2
12	33592754	-	SYT10
12	34175216	+	ALG10
12	38710380	+	ALG10B
12	39301232	-	CPNE8
12	39837192	-	KIF21A
12	40013553	-	ABCD2
12	40019969	+	C12orf40
12	40499891	-	SLC2A13
12	40590546	+	LRRK2
12	40787197	+	MUC19
12	41086244	+	CNTN1
12	41582250	+	PDZRN4
12	42538681	-	GXYLT1
12	42632151	-	YAF2
12	42624050	+	AC020629.1
12	42632249	+	PPHLN1
12	42719920	-	ZCRB1
12	42984157	-	PRICKLE1
12	43945724	-	ADAMTS20
12	44152620	-	PUS7L
12	44152747	+	IRAK4
12	44200178	-	TWF1
12	44229770	+	TMEM117
12	45315631	-	NELL2
12	45444882	-	DBX2
12	45609770	+	ANO6
12	46123448	+	ARID2
12	46385903	-	SCAF11
12	46663800	-	SLC38A1
12	46766650	-	SLC38A2
12	47226191	-	SLC38A4
12	47473734	-	AMIGO2
12	47473386	+	PCED1B
12	48099844	-	RPAP3
12	48119350	-	ENDOU
12	48164823	-	RAPGEF3
12	48147699	+	SLC48A1
12	48226915	-	HDAC7
12	48178706	+	AC004466.1
12	48336831	-	VDR
12	48357352	+	TMEM106C
12	48398269	-	COL2A1
12	48419165	-	RP1-228P16.5
12	48500091	-	SENP1
12	48498922	+	PFKM
12	48574996	-	ASB8
12	48577366	+	C12orf68
12	48592170	+	DKFZP779L1853
12	48597170	-	OR10AD1
12	48722763	+	H1FNT
12	48745197	-	ZNF641
12	48759919	+	AC024257.1
12	48866448	+	ANP32D
12	48876286	+	C12orf54
12	48901137	+	OR8S1
12	48963849	-	LALBA
12	49076021	-	KANSL2
12	49110681	-	CCNT1
12	49121218	+	LINC00935
12	49182820	-	ADCY6
12	49207577	+	CACNB3
12	49246625	-	DDX23
12	49259681	-	RND1
12	49351148	-	RP11-302B13.5
12	49297893	+	CCDC65
12	49320257	-	FKBP11
12	49333446	-	AC073610.5
12	49351334	-	ARF3
12	49365546	-	WNT10B
12	49372398	+	WNT1
12	49393092	-	DDN
12	49412980	-	PRKAG1
12	49453557	-	KMT2D
12	49463808	-	RHEBL1
12	49488602	-	DHH
12	49504683	-	LMBR1L
12	49525180	-	TUBA1B
12	49583107	-	TUBA1A
12	49582519	+	TUBA1C
12	49687035	+	PRPH
12	49717019	+	TROAP
12	49730971	-	C1QL4
12	49740700	+	DNAJC22
12	49760367	+	SPATS2
12	49932940	+	KCNH3
12	49961936	-	MCRS1
12	49962001	+	PRPF40B
12	49999422	-	FAM186B
12	50101948	-	FMNL3
12	50101508	+	TMBIM6
12	50222533	-	NCKAP5L
12	50236912	-	BCDIN3D
12	50298000	-	FAIM2
12	50344524	+	AQP2
12	50355653	+	AQP5
12	50360977	+	AQP6
12	50426919	-	RACGAP1
12	50451331	+	ASIC1
12	50478755	+	SMARCD1
12	50497602	+	GPD1
12	50505762	+	COX14
12	50561288	-	CERS5
12	50677329	-	LIMA1
12	50690489	+	AC140061.12
12	50790405	-	FAM186A
12	50786166	+	LARP4
12	50898768	+	DIP2B
12	51157493	+	ATF1
12	51236703	+	TMPRSS12
12	51317255	+	METTL7A
12	51347705	+	HIGD1C
12	51422349	-	SLC11A2
12	51441745	+	LETMD1
12	51477447	-	CSRNP2
12	51566926	-	TFCP2
12	51611477	-	POU6F1
12	51619860	+	AC139768.1
12	51632076	+	DAZAP2
12	51664674	-	SMAGP
12	51718452	-	BIN2
12	51740463	-	CELA1
12	51786651	-	GALNT6
12	51785101	+	SLC4A8
12	51984050	+	SCN8A
12	52203789	+	AC068987.1
12	52281744	+	ANKRD33
12	52300692	+	ACVRL1
12	52345451	+	ACVR1B
12	52400724	+	GRASP
12	52416616	+	NR4A1
12	52463030	+	C12orf44
12	52585784	-	KRT80
12	52626304	+	KRT7
12	52643084	+	KRT86
12	52685318	-	KRT81
12	52715182	-	KRT83
12	52709128	+	AC121757.1
12	52761265	-	KRT85
12	52779436	-	KRT84
12	52800139	-	KRT82
12	52828309	-	KRT75
12	52845910	-	KRT6B
12	52867569	-	KRT6C
12	52887041	-	KRT6A
12	52914471	-	KRT5
12	52922915	+	AC055736.1
12	52946931	-	KRT71
12	52967609	-	KRT74
12	52995322	-	KRT72
12	53012343	-	KRT73
12	53045948	-	KRT2
12	53074191	-	KRT1
12	53097247	-	KRT77
12	53171129	-	KRT76
12	53189901	-	KRT3
